year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,average_value,diff_ratio,average_ratio
1998,7,3,841950000,841950,84,KG,543808,361811,0.665328572,KG,3673220,4158593,1.132138287,-3796782,-0.466809716,-0.839920945,-0.259704213
1999,7,3,841950000,841950,84,KG,315099,214821,0.681757162,KG,1773525,1842875,1.039102917,-1628054,-0.357345754,-0.791202393,-0.207655322
2000,7,3,841950000,841950,84,KG,734022,583686,0.7951887,KG,1296744,1206791,0.930631644,-623105,-0.135442943,-0.348010614,-0.078480326
1994,4,3,841989000,841989,84,KG,377247,208683,0.553173385,KG,2919823,6437714,2.204830224,-6229031,-1.651656839,-0.937204172,-0.598859564
1995,4,3,841989000,841989,84,KG,156499,127408,0.814113828,KG,1718267,5035364,2.930489848,-4907956,-2.11637602,-0.950643569,-0.565180244
1996,4,3,841989000,841989,84,KG,214128,193328,0.90286184,KG,3881356,7505555,1.933745578,-7312227,-1.030883738,-0.94977765,-0.363421364
1997,4,3,841989000,841989,84,KG,222068,172696,0.777671704,KG,2325821,6441400,2.769516657,-6268704,-1.991844953,-0.947779409,-0.561527821
1998,4,3,841989000,841989,84,KG,281496,276224,0.981271492,KG,1451476,3861142,2.660148704,-3584918,-1.678877211,-0.8664735,-0.461050118
1999,4,3,841989000,841989,84,KG,98058,132400,1.350221298,KG,1094094,2862605,2.616415957,-2730205,-1.266194659,-0.911586124,-0.319211105
2000,4,3,841989000,841989,84,KG,335678,231790,0.690512932,KG,932585,4366791,4.682458972,-4135001,-3.99194604,-0.899190642,-0.742967972
1994,8,4,842119000,842119,84,,,,,KG,163294,749559,4.59024214,-749559,-4.59024214,-1,-1
1995,8,4,842119000,842119,84,KG,6600,1037,0.157121212,KG,282310,746128,2.642938614,-745091,-2.485817401,-0.997224174,-0.887772961
1996,8,4,842119000,842119,84,KG,522,462,0.885057471,KG,299808,977928,3.261847582,-977466,-2.376790111,-0.999055591,-0.573147945
1997,8,4,842119000,842119,84,KG,23840,52563,2.204823826,KG,111201,549660,4.942941161,-497097,-2.738117335,-0.825436757,-0.383073218
1998,8,4,842119000,842119,84,KG,1215,344,0.283127572,KG,318637,1168856,3.668299664,-1168512,-3.385172092,-0.999411563,-0.856696047
1999,8,4,842119000,842119,84,KG,1247,1168,0.936647955,KG,206090,726713,3.52619244,-725545,-2.589544485,-0.996790684,-0.58024582
2000,8,4,842119000,842119,84,KG,14120,7742,0.548300283,KG,113668,374655,3.296046381,-366913,-2.747746097,-0.959508051,-0.714749823
1994,8,4,842121000,842121,84,KG,53528,14205,0.265375131,KG,237248,744306,3.137248786,-730101,-2.871873655,-0.962545039,-0.84401736
1995,8,4,842121000,842121,84,KG,16154,14701,0.910053238,KG,281896,889430,3.155170701,-874729,-2.245117464,-0.967480376,-0.552273995
1996,8,4,842121000,842121,84,KG,92877,67543,0.727230638,KG,492993,1673034,3.393626279,-1605491,-2.66639564,-0.922390104,-0.647048828
1997,8,4,842121000,842121,84,KG,117879,57721,0.489663129,KG,280412,762119,2.717854443,-704398,-2.228191314,-0.859189598,-0.69467782
1998,8,4,842121000,842121,84,KG,42411,37191,0.876918724,KG,480126,1002309,2.087595756,-965118,-1.210677032,-0.928444444,-0.40838965
1999,8,4,842121000,842121,84,KG,27292,16662,0.610508574,KG,564456,908210,1.609000524,-891548,-0.99849195,-0.963969068,-0.449870627
2000,8,4,842121000,842121,84,KG,259058,199624,0.770576473,KG,190756,906703,4.753208287,-707079,-3.982631814,-0.639122972,-0.720996923
1994,3,4,842129000,842129,84,,,,,KG,192209,798292,4.153249848,-798292,-4.153249848,-1,-1
1995,3,4,842129000,842129,84,,,,,KG,386643,1235307,3.194955036,-1235307,-3.194955036,-1,-1
1996,3,4,842129000,842129,84,,,,,KG,509707,1677573,3.291249679,-1677573,-3.291249679,-1,-1
1997,3,4,842129000,842129,84,,,,,KG,487821,1281716,2.627430963,-1281716,-2.627430963,-1,-1
1998,3,4,842129000,842129,84,,,,,KG,480945,1607793,3.342987244,-1607793,-3.342987244,-1,-1
1999,3,4,842129000,842129,84,,,,,KG,205009,830873,4.052861094,-830873,-4.052861094,-1,-1
2000,3,4,842129000,842129,84,,,,,KG,270517,1009531,3.731857887,-1009531,-3.731857887,-1,-1
1994,3,4,842129090,842129,84,KG,10490,6140,0.585319352,,,,,6140,0.585319352,1,1
1995,3,4,842129090,842129,84,KG,30732,7229,0.235227125,,,,,7229,0.235227125,1,1
1996,3,4,842129090,842129,84,KG,42518,15640,0.367844207,,,,,15640,0.367844207,1,1
1997,3,4,842129090,842129,84,KG,102772,46671,0.454121745,,,,,46671,0.454121745,1,1
1998,3,4,842129090,842129,84,KG,2171,6161,2.837862736,,,,,6161,2.837862736,1,1
1999,3,4,842129090,842129,84,KG,14882,19219,1.291425884,,,,,19219,1.291425884,1,1
2000,3,4,842129090,842129,84,KG,58598,39051,0.666422062,,,,,39051,0.666422062,1,1
1994,8,4,842139000,842139,84,KG,150996,134353,0.889778537,KG,475886,1489772,3.130522856,-1355419,-2.240744319,-0.834553375,-0.557357297
1995,8,4,842139000,842139,84,KG,232321,252315,1.086061957,KG,821610,1749440,2.12928275,-1497125,-1.043220792,-0.747906212,-0.324450685
1996,8,4,842139000,842139,84,KG,582769,601714,1.032508593,KG,840843,2029254,2.413356596,-1427540,-1.380848003,-0.542591168,-0.400726067
1997,8,4,842139000,842139,84,KG,533432,731226,1.370795153,KG,458428,1413995,3.084442922,-682769,-1.713647769,-0.318274434,-0.384636632
1998,8,4,842139000,842139,84,KG,2121757,838016,0.394963231,KG,552040,2098638,3.801604956,-1260622,-3.406641725,-0.429271545,-0.811768467
1999,8,4,842139000,842139,84,KG,1349638,1071927,0.794232972,KG,300334,1240915,4.131783281,-168988,-3.337550309,-0.073065086,-0.677535383
2000,8,4,842139000,842139,84,KG,899619,811315,0.901842891,KG,522217,1523852,2.918043649,-712537,-2.016200757,-0.305133209,-0.527816922
1995,4,4,842230010,842230,84,KG,10700,21034,1.965794393,,,,,21034,1.965794393,1,1
1997,4,4,842230010,842230,84,KG,3500,14444,4.126857143,,,,,14444,4.126857143,1,1
1994,4,4,842230020,842230,84,KG,6820,18974,2.782111437,,,,,18974,2.782111437,1,1
1995,4,4,842230020,842230,84,KG,15200,50415,3.316776316,,,,,50415,3.316776316,1,1
1998,4,4,842230020,842230,84,KG,4505,20471,4.544062153,,,,,20471,4.544062153,1,1
1999,4,4,842230020,842230,84,KG,6600,36091,5.468333333,,,,,36091,5.468333333,1,1
2000,4,4,842230020,842230,84,KG,47300,216547,4.578160677,,,,,216547,4.578160677,1,1
1994,4,4,842230090,842230,84,KG,8390,3736,0.445292014,,,,,3736,0.445292014,1,1
1995,4,4,842230090,842230,84,KG,10870,24540,2.257589696,,,,,24540,2.257589696,1,1
1996,4,4,842230090,842230,84,KG,29388,61770,2.101878318,,,,,61770,2.101878318,1,1
1997,4,4,842230090,842230,84,KG,58394,126396,2.164537452,,,,,126396,2.164537452,1,1
1998,4,4,842230090,842230,84,KG,61406,116496,1.897143602,,,,,116496,1.897143602,1,1
1999,4,4,842230090,842230,84,KG,132392,377572,2.851924588,,,,,377572,2.851924588,1,1
2000,4,4,842230090,842230,84,KG,89492,230943,2.580599383,,,,,230943,2.580599383,1,1
1994,4,4,842230100,842230,84,,,,,KG,176672,1289537,7.299045689,-1289537,-7.299045689,-1,-1
1995,4,4,842230100,842230,84,,,,,KG,261942,1701895,6.497220759,-1701895,-6.497220759,-1,-1
1996,4,4,842230100,842230,84,,,,,KG,352258,2283177,6.481547616,-2283177,-6.481547616,-1,-1
1997,4,4,842230100,842230,84,,,,,KG,316435,1654032,5.227082971,-1654032,-5.227082971,-1,-1
1998,4,4,842230100,842230,84,,,,,KG,94954,469382,4.943256735,-469382,-4.943256735,-1,-1
1999,4,4,842230100,842230,84,,,,,KG,181565,917069,5.050912896,-917069,-5.050912896,-1,-1
2000,4,4,842230100,842230,84,,,,,KG,72294,465861,6.443978753,-465861,-6.443978753,-1,-1
1994,4,4,842230900,842230,84,,,,,KG,258480,1261124,4.87900031,-1261124,-4.87900031,-1,-1
1995,4,4,842230900,842230,84,,,,,KG,240339,1390021,5.783584853,-1390021,-5.783584853,-1,-1
1996,4,4,842230900,842230,84,,,,,KG,503300,2831932,5.626727598,-2831932,-5.626727598,-1,-1
1997,4,4,842230900,842230,84,,,,,KG,346032,1165937,3.36944849,-1165937,-3.36944849,-1,-1
1998,4,4,842230900,842230,84,,,,,KG,192830,976970,5.066483431,-976970,-5.066483431,-1,-1
1999,4,4,842230900,842230,84,,,,,KG,317276,1724018,5.433811571,-1724018,-5.433811571,-1,-1
2000,4,4,842230900,842230,84,,,,,KG,447182,2120904,4.742820597,-2120904,-4.742820597,-1,-1
1994,4,4,842382000,842382,84,KG,3222,4066,1.2619491,,,,,4066,1.2619491,1,1
1995,4,4,842382000,842382,84,KG,1714,2553,1.48949825,,,,,2553,1.48949825,1,1
1996,4,4,842382000,842382,84,KG,37213,48137,1.293553328,KG,30391,133088,4.379191208,-84951,-3.08563788,-0.468759829,-0.54394092
1997,4,4,842382000,842382,84,KG,68442,72163,1.054367201,KG,20310,41127,2.024963072,31036,-0.970595871,0.273951805,-0.315197067
1998,4,4,842382000,842382,84,KG,44860,55529,1.237828801,KG,4645,30027,6.464370291,25502,-5.22654149,0.298073776,-0.678577823
1999,4,4,842382000,842382,84,KG,47380,63622,1.34280287,KG,3356,16836,5.016686532,46786,-3.673883661,0.581495936,-0.577701043
2000,4,4,842382000,842382,84,KG,110404,144954,1.31294156,KG,7220,30316,4.198891967,114638,-2.885950407,0.654065157,-0.523591722
1994,4,4,842382100,842382,84,,,,,KG,3877,15174,3.913850916,-15174,-3.913850916,-1,-1
1995,4,4,842382100,842382,84,,,,,KG,3539,23808,6.727324103,-23808,-6.727324103,-1,-1
1994,4,4,842382900,842382,84,,,,,KG,7913,32099,4.056489321,-32099,-4.056489321,-1,-1
1995,4,4,842382900,842382,84,,,,,KG,29679,118422,3.990094006,-118422,-3.990094006,-1,-1
1994,1,4,842389000,842389,84,KG,6980,921,0.131948424,,,,,921,0.131948424,1,1
1995,1,4,842389000,842389,84,KG,110,472,4.290909091,,,,,472,4.290909091,1,1
1996,1,4,842389000,842389,84,,,,,KG,56991,159961,2.806776509,-159961,-2.806776509,-1,-1
1997,1,4,842389000,842389,84,,,,,KG,13173,30846,2.341607834,-30846,-2.341607834,-1,-1
1998,1,4,842389000,842389,84,,,,,KG,2239,19564,8.737829388,-19564,-8.737829388,-1,-1
1999,1,4,842389000,842389,84,,,,,KG,3993,9306,2.330578512,-9306,-2.330578512,-1,-1
2000,1,4,842389000,842389,84,,,,,KG,1354,7759,5.73042836,-7759,-5.73042836,-1,-1
1994,1,4,842389100,842389,84,,,,,KG,6250,6157,0.98512,-6157,-0.98512,-1,-1
1995,1,4,842389100,842389,84,,,,,KG,2879,18855,6.54914901,-18855,-6.54914901,-1,-1
1994,1,4,842389900,842389,84,,,,,KG,1567,5646,3.603063178,-5646,-3.603063178,-1,-1
1995,1,4,842389900,842389,84,,,,,KG,217813,515395,2.366226993,-515395,-2.366226993,-1,-1
1994,7,2,842420000,842420,84,KG,653,398,0.60949464,KG,19061,102143,5.358742983,-101745,-4.749248343,-0.992237251,-0.795753896
1995,7,2,842420000,842420,84,KG,28267,32856,1.162344784,KG,90270,458700,5.081422399,-425844,-3.919077616,-0.866318385,-0.627678371
1996,7,2,842420000,842420,84,KG,29069,27488,0.945612164,KG,77273,586753,7.593247318,-559265,-6.647635154,-0.910497671,-0.778515581
1997,7,2,842420000,842420,84,KG,114284,92390,0.808424626,KG,38163,128267,3.361030317,-35877,-2.552605691,-0.162591715,-0.612215679
1998,7,2,842420000,842420,84,KG,44999,34957,0.776839485,KG,21669,116535,5.377959297,-81578,-4.601119811,-0.538497082,-0.747566245
1999,7,2,842420000,842420,84,KG,47508,63879,1.344594595,KG,8311,53639,6.453976657,10240,-5.109382063,0.087135588,-0.655168992
2000,7,2,842420000,842420,84,KG,44184,52060,1.178254572,KG,54946,300399,5.467167765,-248339,-4.288913193,-0.704589754,-0.645393622
1994,4,3,842481000,842481,84,KG,40690,23638,0.580928975,,,,,23638,0.580928975,1,1
1995,4,3,842481000,842481,84,KG,71069,37726,0.53083623,,,,,37726,0.53083623,1,1
1996,4,3,842481000,842481,84,KG,46522,28245,0.60713211,,,,,28245,0.60713211,1,1
1997,4,3,842481000,842481,84,KG,1115098,589263,0.52844055,,,,,589263,0.52844055,1,1
1998,4,3,842481000,842481,84,KG,1087916,854513,0.78545862,,,,,854513,0.78545862,1,1
1999,4,3,842481000,842481,84,KG,972326,697391,0.717239897,,,,,697391,0.717239897,1,1
2000,4,3,842481000,842481,84,KG,1048753,748047,0.713272811,,,,,748047,0.713272811,1,1
1994,4,3,842481100,842481,84,,,,,KG,755,1441,1.908609272,-1441,-1.908609272,-1,-1
1995,4,3,842481100,842481,84,,,,,KG,654,1749,2.674311927,-1749,-2.674311927,-1,-1
1994,4,3,842481200,842481,84,,,,,KG,2549,4780,1.875245194,-4780,-1.875245194,-1,-1
1995,4,3,842481200,842481,84,,,,,KG,1787,4765,2.666480134,-4765,-2.666480134,-1,-1
1996,4,3,842481200,842481,84,,,,,KG,3785,8341,2.203698811,-8341,-2.203698811,-1,-1
1997,4,3,842481200,842481,84,,,,,KG,4157,12766,3.070964638,-12766,-3.070964638,-1,-1
1998,4,3,842481200,842481,84,,,,,KG,5562,18661,3.355088098,-18661,-3.355088098,-1,-1
1999,4,3,842481200,842481,84,,,,,KG,4248,16898,3.97787194,-16898,-3.97787194,-1,-1
2000,4,3,842481200,842481,84,,,,,KG,1682,5415,3.219381688,-5415,-3.219381688,-1,-1
1997,4,3,842481300,842481,84,,,,,KG,130,376,2.892307692,-376,-2.892307692,-1,-1
1999,4,3,842481300,842481,84,,,,,KG,212,691,3.259433962,-691,-3.259433962,-1,-1
1994,4,3,842481900,842481,84,,,,,KG,799,2265,2.834793492,-2265,-2.834793492,-1,-1
1995,4,3,842481900,842481,84,,,,,KG,2911,8228,2.826520096,-8228,-2.826520096,-1,-1
1996,4,3,842481900,842481,84,,,,,KG,14433,83280,5.770110164,-83280,-5.770110164,-1,-1
1997,4,3,842481900,842481,84,,,,,KG,4098,5828,1.42215715,-5828,-1.42215715,-1,-1
1998,4,3,842481900,842481,84,,,,,KG,5777,13708,2.372857885,-13708,-2.372857885,-1,-1
1999,4,3,842481900,842481,84,,,,,KG,22737,203555,8.952588292,-203555,-8.952588292,-1,-1
2000,4,3,842481900,842481,84,,,,,KG,1343,4304,3.20476545,-4304,-3.20476545,-1,-1
1994,4,4,842489000,842489,84,,,,,KG,317283,1127646,3.554070026,-1127646,-3.554070026,-1,-1
1995,4,4,842489000,842489,84,,,,,KG,291334,1233073,4.232506333,-1233073,-4.232506333,-1,-1
1996,4,4,842489000,842489,84,,,,,KG,299894,1451885,4.841327269,-1451885,-4.841327269,-1,-1
1997,4,4,842489000,842489,84,,,,,KG,279558,1631223,5.835007405,-1631223,-5.835007405,-1,-1
1998,4,4,842489000,842489,84,,,,,KG,151687,651971,4.298133657,-651971,-4.298133657,-1,-1
1999,4,4,842489000,842489,84,,,,,KG,153539,677386,4.411817193,-677386,-4.411817193,-1,-1
2000,4,4,842489000,842489,84,,,,,KG,281254,1314175,4.672555768,-1314175,-4.672555768,-1,-1
1996,4,4,842489010,842489,84,KG,1187,965,0.812973884,,,,,965,0.812973884,1,1
1997,4,4,842489010,842489,84,KG,190,500,2.631578947,,,,,500,2.631578947,1,1
2000,4,4,842489010,842489,84,KG,670,567,0.846268657,,,,,567,0.846268657,1,1
1994,4,4,842489090,842489,84,KG,76741,48373,0.630341017,,,,,48373,0.630341017,1,1
1995,4,4,842489090,842489,84,KG,93604,66947,0.715215162,,,,,66947,0.715215162,1,1
1996,4,4,842489090,842489,84,KG,98722,67649,0.685247463,,,,,67649,0.685247463,1,1
1997,4,4,842489090,842489,84,KG,227366,146854,0.645892526,,,,,146854,0.645892526,1,1
1998,4,4,842489090,842489,84,KG,674965,342747,0.507799664,,,,,342747,0.507799664,1,1
1999,4,4,842489090,842489,84,KG,200006,127527,0.637615872,,,,,127527,0.637615872,1,1
2000,4,4,842489090,842489,84,KG,745727,280090,0.375593213,,,,,280090,0.375593213,1,1
1994,4,4,842649000,842649,84,,,,,KG,3007387,1545095,0.513766602,-1545095,-0.513766602,-1,-1
1995,4,4,842649000,842649,84,,,,,KG,2061467,1150708,0.558198603,-1150708,-0.558198603,-1,-1
1996,4,4,842649000,842649,84,,,,,KG,2023929,1039756,0.51373146,-1039756,-0.51373146,-1,-1
1997,4,4,842649000,842649,84,,,,,KG,2600820,1643043,0.631740374,-1643043,-0.631740374,-1,-1
1998,4,4,842649000,842649,84,,,,,KG,2422567,1561891,0.644725615,-1561891,-0.644725615,-1,-1
1999,4,4,842649000,842649,84,,,,,KG,1035003,639488,0.617861011,-639488,-0.617861011,-1,-1
2000,4,4,842649000,842649,84,KG,13066,2098,0.160569417,KG,136225,79320,0.582271977,-77222,-0.42170256,-0.948463485,-0.567688558
1996,4,4,842710000,842710,84,KG,9200,4089,0.444456522,,,,,4089,0.444456522,1,1
1998,4,4,842710000,842710,84,KG,15885,7461,0.469688385,,,,,7461,0.469688385,1,1
1999,4,4,842710000,842710,84,KG,3375,1239,0.367111111,,,,,1239,0.367111111,1,1
2000,4,4,842710000,842710,84,KG,53145,21672,0.407790008,,,,,21672,0.407790008,1,1
1994,4,4,842710100,842710,84,,,,,KG,916626,687578,0.750118369,-687578,-0.750118369,-1,-1
1995,4,4,842710100,842710,84,,,,,KG,1301817,885205,0.679976525,-885205,-0.679976525,-1,-1
1996,4,4,842710100,842710,84,,,,,KG,2049827,1402622,0.684263599,-1402622,-0.684263599,-1,-1
1997,4,4,842710100,842710,84,,,,,KG,1531701,957341,0.625018199,-957341,-0.625018199,-1,-1
1998,4,4,842710100,842710,84,,,,,KG,1126186,752664,0.668330098,-752664,-0.668330098,-1,-1
1999,4,4,842710100,842710,84,,,,,KG,1009792,674900,0.668355463,-674900,-0.668355463,-1,-1
2000,4,4,842710100,842710,84,,,,,KG,1273803,862920,0.677435993,-862920,-0.677435993,-1,-1
1994,4,4,842710900,842710,84,,,,,KG,12397,21150,1.706057917,-21150,-1.706057917,-1,-1
1995,4,4,842710900,842710,84,,,,,KG,1683,1796,1.067142008,-1796,-1.067142008,-1,-1
1996,4,4,842710900,842710,84,,,,,KG,16929,23310,1.376927166,-23310,-1.376927166,-1,-1
1997,4,4,842710900,842710,84,,,,,KG,17450,33704,1.931461318,-33704,-1.931461318,-1,-1
1998,4,4,842710900,842710,84,,,,,KG,4500,4063,0.902888889,-4063,-0.902888889,-1,-1
1999,4,4,842710900,842710,84,,,,,KG,17215,3293,0.191286669,-3293,-0.191286669,-1,-1
2000,4,4,842710900,842710,84,,,,,KG,14690,18189,1.238189244,-18189,-1.238189244,-1,-1
1994,4,4,842790000,842790,84,,,,,KG,28784,13040,0.453029461,-13040,-0.453029461,-1,-1
1995,4,4,842790000,842790,84,KG,650,268,0.412307692,KG,92379,47054,0.509358187,-46786,-0.097050495,-0.988673344,-0.105299
1996,4,4,842790000,842790,84,,,,,KG,11994,19487,1.624729031,-19487,-1.624729031,-1,-1
1997,4,4,842790000,842790,84,KG,13392,2605,0.194519116,KG,16106,37074,2.301875078,-34469,-2.107355962,-0.868696288,-0.844159936
1998,4,4,842790000,842790,84,,,,,KG,79610,35989,0.452066323,-35989,-0.452066323,-1,-1
1999,4,4,842790000,842790,84,KG,480,290,0.604166667,KG,28252,16497,0.583923262,-16207,0.020243405,-0.965449455,0.017038613
2000,4,4,842790000,842790,84,,,,,KG,44559,19457,0.436657017,-19457,-0.436657017,-1,-1
1994,4,4,843069000,843069,84,,,,,KG,8463,11614,1.372326598,-11614,-1.372326598,-1,-1
1995,4,4,843069000,843069,84,,,,,KG,32856,69671,2.120495495,-69671,-2.120495495,-1,-1
1996,4,4,843069000,843069,84,,,,,KG,8787,19632,2.234209628,-19632,-2.234209628,-1,-1
1997,4,4,843069000,843069,84,,,,,KG,31239,42808,1.370338359,-42808,-1.370338359,-1,-1
1998,4,4,843069000,843069,84,KG,75,431,5.746666667,KG,27972,21128,0.755326755,-20697,4.991339911,-0.960016698,0.767663021
1999,4,4,843069000,843069,84,,,,,KG,24962,26379,1.056766285,-26379,-1.056766285,-1,-1
2000,4,4,843069000,843069,84,,,,,KG,28422,24832,0.873689396,-24832,-0.873689396,-1,-1
1994,4,4,843143000,843143,84,KG,10809,10353,0.957812934,KG,828239,199194,0.240503043,-188841,0.71730989,-0.901186846,0.598598287
1995,4,4,843143000,843143,84,KG,181655,19485,0.107263769,KG,1063584,548638,0.515838899,-529153,-0.40857513,-0.931405699,-0.655710769
1996,4,4,843143000,843143,84,KG,264552,31109,0.117591249,KG,56457,70191,1.243264786,-39082,-1.125673537,-0.385804541,-0.827180472
1997,4,4,843143000,843143,84,KG,763624,149081,0.19522828,KG,411198,167411,0.407129898,-18330,-0.211901619,-0.057916156,-0.351786738
1998,4,4,843143000,843143,84,KG,176915,44716,0.252754147,KG,110359,126065,1.142317346,-81349,-0.889563199,-0.47633519,-0.637647033
1999,4,4,843143000,843143,84,KG,141418,50119,0.354403258,KG,2783594,456194,0.163886687,-406075,0.190516571,-0.802023649,0.367586854
2000,4,4,843143000,843143,84,KG,213609,64761,0.303175428,KG,1249913,374239,0.299412039,-309478,0.003763389,-0.704961276,0.006245382
1994,4,4,844340000,844340,84,,,,,KG,321880,858980,2.668634274,-858980,-2.668634274,-1,-1
1995,4,4,844340000,844340,84,,,,,KG,658450,1586878,2.410020503,-1586878,-2.410020503,-1,-1
1996,4,4,844340000,844340,84,,,,,KG,1474727,4846193,3.286162795,-4846193,-3.286162795,-1,-1
1997,4,4,844340000,844340,84,,,,,KG,671373,1931699,2.877236648,-1931699,-2.877236648,-1,-1
1998,4,4,844340000,844340,84,,,,,KG,749791,1763048,2.35138592,-1763048,-2.35138592,-1,-1
1999,4,4,844340000,844340,84,,,,,KG,582508,1248879,2.143968838,-1248879,-2.143968838,-1,-1
2000,4,4,844340000,844340,84,,,,,KG,393850,939458,2.385319284,-939458,-2.385319284,-1,-1
1994,4,4,844790000,844790,84,KG,1270,647,0.509448819,,,,,647,0.509448819,1,1
1995,4,4,844790000,844790,84,KG,100950,26559,0.263090639,,,,,26559,0.263090639,1,1
1997,4,4,844790000,844790,84,KG,70,1380,19.71428571,,,,,1380,19.71428571,1,1
1999,4,4,844790000,844790,84,KG,3500,11831,3.380285714,,,,,11831,3.380285714,1,1
2000,4,4,844790000,844790,84,KG,3554,1545,0.434721441,,,,,1545,0.434721441,1,1
1994,4,4,844790100,844790,84,,,,,KG,169284,324761,1.918438837,-324761,-1.918438837,-1,-1
1995,4,4,844790100,844790,84,,,,,KG,170948,318761,1.864666448,-318761,-1.864666448,-1,-1
1996,4,4,844790100,844790,84,,,,,KG,547460,1038665,1.897243634,-1038665,-1.897243634,-1,-1
1997,4,4,844790100,844790,84,,,,,KG,124756,56876,0.455897913,-56876,-0.455897913,-1,-1
1998,4,4,844790100,844790,84,,,,,KG,33350,39911,1.196731634,-39911,-1.196731634,-1,-1
1999,4,4,844790100,844790,84,,,,,KG,125135,146522,1.170911416,-146522,-1.170911416,-1,-1
2000,4,4,844790100,844790,84,,,,,KG,79470,216850,2.728702655,-216850,-2.728702655,-1,-1
1994,4,4,844790200,844790,84,,,,,KG,214345,259776,1.211952693,-259776,-1.211952693,-1,-1
1995,4,4,844790200,844790,84,,,,,KG,181164,201689,1.113295136,-201689,-1.113295136,-1,-1
1996,4,4,844790200,844790,84,,,,,KG,256210,316534,1.235447484,-316534,-1.235447484,-1,-1
1997,4,4,844790200,844790,84,,,,,KG,212810,214824,1.009463841,-214824,-1.009463841,-1,-1
1998,4,4,844790200,844790,84,,,,,KG,100850,135969,1.348230045,-135969,-1.348230045,-1,-1
1999,4,4,844790200,844790,84,,,,,KG,148900,120794,0.811242445,-120794,-0.811242445,-1,-1
2000,4,4,844790200,844790,84,,,,,KG,78720,46437,0.589900915,-46437,-0.589900915,-1,-1
1994,4,4,844790900,844790,84,,,,,KG,966160,1808744,1.872095719,-1808744,-1.872095719,-1,-1
1995,4,4,844790900,844790,84,,,,,KG,1550503,2877810,1.856049295,-2877810,-1.856049295,-1,-1
1996,4,4,844790900,844790,84,,,,,KG,1604569,3455823,2.153739104,-3455823,-2.153739104,-1,-1
1997,4,4,844790900,844790,84,,,,,KG,1086746,1867577,1.71850368,-1867577,-1.71850368,-1,-1
1998,4,4,844790900,844790,84,,,,,KG,416125,978543,2.351560228,-978543,-2.351560228,-1,-1
1999,4,4,844790900,844790,84,,,,,KG,673680,1550490,2.301522978,-1550490,-2.301522978,-1,-1
2000,4,4,844790900,844790,84,,,,,KG,842551,1904666,2.260594314,-1904666,-2.260594314,-1,-1
1994,4,4,844811100,844811,84,,,,,KG,713909,992710,1.390527364,-992710,-1.390527364,-1,-1
1995,4,4,844811100,844811,84,,,,,KG,480053,567442,1.182040316,-567442,-1.182040316,-1,-1
1996,4,4,844811100,844811,84,,,,,KG,820666,935336,1.139727977,-935336,-1.139727977,-1,-1
1997,4,4,844811100,844811,84,,,,,KG,869387,917394,1.055219367,-917394,-1.055219367,-1,-1
1998,4,4,844811100,844811,84,,,,,KG,664956,608419,0.914976329,-608419,-0.914976329,-1,-1
1999,4,4,844811100,844811,84,,,,,KG,215794,233300,1.081123664,-233300,-1.081123664,-1,-1
2000,4,4,844811100,844811,84,,,,,KG,239227,232120,0.970291815,-232120,-0.970291815,-1,-1
1994,4,4,844811900,844811,84,,,,,KG,70869,63141,0.890953732,-63141,-0.890953732,-1,-1
1995,4,4,844811900,844811,84,,,,,KG,91758,73793,0.804213257,-73793,-0.804213257,-1,-1
1996,4,4,844811900,844811,84,,,,,KG,18493,95150,5.145190072,-95150,-5.145190072,-1,-1
1997,4,4,844811900,844811,84,,,,,KG,6426,18790,2.924058512,-18790,-2.924058512,-1,-1
1998,4,4,844811900,844811,84,,,,,KG,1595,3955,2.479623824,-3955,-2.479623824,-1,-1
1999,4,4,844811900,844811,84,,,,,KG,7319,34075,4.655690668,-34075,-4.655690668,-1,-1
2000,4,4,844811900,844811,84,,,,,KG,61612,59098,0.95919626,-59098,-0.95919626,-1,-1
1994,4,4,844819000,844819,84,,,,,KG,193969,347929,1.793735081,-347929,-1.793735081,-1,-1
1995,4,4,844819000,844819,84,,,,,KG,214529,326378,1.521370071,-326378,-1.521370071,-1,-1
1996,4,4,844819000,844819,84,KG,2620,17517,6.685877863,KG,189908,318014,1.674568739,-300497,5.011309124,-0.895586399,0.599406869
1997,4,4,844819000,844819,84,KG,40,774,19.35,KG,145302,233932,1.609970957,-233158,17.74002904,-0.993404515,0.846376604
1998,4,4,844819000,844819,84,KG,1279,3589,2.806098514,KG,59539,140454,2.359025177,-136865,0.447073338,-0.950167658,0.086556173
1999,4,4,844819000,844819,84,KG,337,3221,9.557863501,KG,27693,59300,2.141335356,-56079,7.416528146,-0.896962621,0.633934702
2000,4,4,844819000,844819,84,KG,456,1655,3.629385965,KG,73681,109693,1.488755581,-108038,2.140630383,-0.970273377,0.418243686
1995,4,3,844839010,844839,84,KG,16675,5102,0.305967016,,,,,5102,0.305967016,1,1
1996,4,3,844839010,844839,84,KG,38854,21262,0.547228085,,,,,21262,0.547228085,1,1
1997,4,3,844839010,844839,84,KG,71197,22088,0.310237791,,,,,22088,0.310237791,1,1
1998,4,3,844839010,844839,84,KG,188844,29717,0.157362691,,,,,29717,0.157362691,1,1
1999,4,3,844839010,844839,84,KG,9197,4395,0.47787322,,,,,4395,0.47787322,1,1
