year,tech,type,HS,diff_ratio,average_ratio
1994-2000,6,1,381800010,1,1
2001-2007,6,1,381800010,1,1
2008-2014,6,1,381800010,1,1
1994-2000,6,1,381800020,1,1
2001-2007,6,1,381800020,1,1
2008-2014,6,1,381800020,1,1
1994-2000,6,1,381800100,-1,-1
2001-2007,6,1,381800100,-1,-1
2008-2014,6,1,381800100,-1,-1
1994-2000,6,1,381800900,-1,-1
2001-2007,6,1,381800900,-1,-1
2008-2014,6,1,381800900,-1,-1
1994-2000,6,2,401110000,-1,-1
2001-2007,6,2,401110000,-1,-1
2008-2014,6,2,401110000,-1,-1
1994-2000,6,2,401110010,1,1
2001-2007,6,2,401110010,1,1
2008-2014,6,2,401110010,1,1
1994-2000,6,2,401110090,1,1
2001-2007,6,2,401110090,1,1
2008-2014,6,2,401110090,1,1
1994-2000,6,2,401120000,-0.313882398,-0.212907419
2001-2007,6,2,401120000,0.065367297,-0.10841969
2008-2014,6,2,401120000,0.157736763,-0.020258526
1994-2000,6,1,820231000,0.204667338,-0.387042241
2001-2007,6,1,820231000,0.751994651,-0.647280458
2008-2014,6,1,820231000,0.735431197,-0.588484078
1994-2000,6,1,820239000,0.681312692,0.303800066
2001-2007,6,1,820239000,0.80178441,-0.155009735
2008-2014,6,1,820239000,0.5720381,-0.092477639
1994-2000,6,1,820720000,1,1
2001-2007,6,1,820720000,1,1
2008-2014,6,1,820720000,1,1
1994-2000,6,1,820720100,-1,-1
1994-2000,6,1,820720200,-1,-1
2001-2007,6,1,820720200,-1,-1
2008-2014,6,1,820720200,-1,-1
1994-2000,6,1,820720900,-1,-1
2001-2007,6,1,820720900,-1,-1
2008-2014,6,1,820720900,-1,-1
1994-2000,4,4,820750010,1,1
2001-2007,4,4,820750010,1,1
2008-2014,4,4,820750010,1,1
1994-2000,4,4,820750090,1,1
2001-2007,4,4,820750090,1,1
2008-2014,4,4,820750090,1,1
1994-2000,4,4,820750100,-1,-1
2001-2007,4,4,820750100,-1,-1
2008-2014,4,4,820750100,-1,-1
1994-2000,4,4,820750200,-1,-1
2001-2007,4,4,820750200,-1,-1
2008-2014,4,4,820750200,-1,-1
1994-2000,4,4,820750900,-1,-1
2001-2007,4,4,820750900,-1,-1
2008-2014,4,4,820750900,-1,-1
1994-2000,4,3,830140000,0.553559482,-0.638058675
2001-2007,4,3,830140000,0.831079739,-0.473656761
2008-2014,4,3,830140000,0.746323617,-0.554193167
1994-2000,4,4,830300000,-0.409646542,-0.179973888
2001-2007,4,4,830300000,0.54811379,-0.139858767
2008-2014,4,4,830300000,0.252525958,-0.420372499
1994-2000,6,1,830710000,0.576301706,-0.498224393
2001-2007,6,1,830710000,0.701689542,-0.35271271
2008-2014,6,1,830710000,0.486709523,-0.327225918
1994-2000,6,1,830790000,-0.655968504,-0.539382004
2001-2007,6,1,830790000,-0.139998476,-0.546700807
2008-2014,6,1,830790000,0.403429878,-0.687370213
1994-2000,7,3,840732000,1,1
2001-2007,7,3,840732000,1,1
2008-2014,7,3,840732000,1,1
1994-2000,7,3,840732100,-1,-1
2001-2007,7,3,840732100,-1,-1
2008-2014,7,3,840732100,-1,-1
1994-2000,7,3,840732900,-1,-1
2001-2007,7,3,840732900,-1,-1
2008-2014,7,3,840732900,-1,-1
1994-2000,7,2,840991010,1,1
2001-2007,7,2,840991010,1,1
2008-2014,7,2,840991010,1,1
1994-2000,7,2,840991090,1,1
2001-2007,7,2,840991090,1,1
2008-2014,7,2,840991090,1,1
1994-2000,7,2,840991100,-1,-1
2001-2007,7,2,840991100,-1,-1
2008-2014,7,2,840991100,-1,-1
1994-2000,7,2,840991200,-1,-1
2001-2007,7,2,840991200,-1,-1
2008-2014,7,2,840991200,-1,-1
1994-2000,7,2,840991900,-1,-1
2001-2007,7,2,840991900,-1,-1
2008-2014,7,2,840991900,-1,-1
1994-2000,4,1,840999010,1,1
2001-2007,4,1,840999010,1,1
2008-2014,4,1,840999010,1,1
1994-2000,4,1,840999090,1,1
2001-2007,4,1,840999090,1,1
2008-2014,4,1,840999090,1,1
1994-2000,4,1,840999100,-1,-1
2001-2007,4,1,840999100,-1,-1
2008-2014,4,1,840999100,-1,-1
1994-2000,4,1,840999200,-1,-1
2001-2007,4,1,840999200,-1,-1
2008-2014,4,1,840999200,-1,-1
1994-2000,4,1,840999900,-1,-1
2001-2007,4,1,840999900,-1,-1
2008-2014,4,1,840999900,-1,-1
1994-2000,7,3,841012000,-1,-1
2001-2007,7,3,841012000,-1,-1
2008-2014,7,3,841012000,-1,-1
1994-2000,7,3,841013000,-1,-1
2001-2007,7,3,841013000,0.5,0.5
2008-2014,7,3,841013000,1,1
1994-2000,7,4,841090000,-0.514667141,-0.378399336
2001-2007,7,4,841090000,0.004095934,-0.44698675
2008-2014,7,4,841090000,0.558213382,-0.45354849
2001-2007,3,3,841111000,-1,-1
2008-2014,3,3,841111000,-1,-1
1994-2000,3,3,841112000,1,1
2001-2007,3,3,841112000,-1,-1
2001-2007,3,3,841121000,-1,-1
2008-2014,3,3,841122000,-1,-1
1994-2000,3,3,841181000,-1,-1
2001-2007,3,3,841181000,-1,-1
2008-2014,3,3,841181000,-1,-1
2001-2007,3,3,841181090,1,1
1994-2000,3,3,841182000,-1,-1
2001-2007,3,3,841182000,-0.666666667,-0.666666667
2008-2014,3,3,841182000,-0.979362692,-0.88370691
1994-2000,3,1,841191000,0.371999163,0.018187676
2001-2007,3,1,841191000,0.189228251,-0.312827337
2008-2014,3,1,841191000,-0.12079896,-0.843478454
1994-2000,3,1,841199000,-1,-1
2001-2007,3,1,841199000,-1,-1
2008-2014,3,1,841199000,-1,-1
1994-2000,3,1,841199010,1,1
2001-2007,3,1,841199010,1,1
2008-2014,3,1,841199010,1,1
1994-2000,3,1,841199090,1,1
2001-2007,3,1,841199090,1,1
2008-2014,3,1,841199090,1,1
1994-2000,3,3,841210000,-1,-1
2001-2007,3,3,841210000,-1,-1
2008-2014,3,3,841210000,-1,-1
1994-2000,3,3,841229000,-0.971217137,-0.398610147
2001-2007,3,3,841229000,-0.941919612,0.418214661
2008-2014,3,3,841229000,-0.920715687,0.469770536
1994-2000,4,4,841311000,-0.995074263,-0.831616184
2001-2007,4,4,841311000,-0.965657043,-0.631397133
2008-2014,4,4,841311000,-0.14582246,-0.491864591
1994-2000,3,3,841330000,-1,-1
2001-2007,3,3,841330000,-1,-1
2008-2014,3,3,841330000,-1,-1
1994-2000,3,3,841330010,1,1
2001-2007,3,3,841330010,1,1
2008-2014,3,3,841330010,1,1
1994-2000,3,3,841330020,1,1
2001-2007,3,3,841330020,1,1
2008-2014,3,3,841330020,1,1
1994-2000,4,3,841350010,1,1
2001-2007,4,3,841350010,1,1
2008-2014,4,3,841350010,1,1
1994-2000,4,3,841350090,1,1
2001-2007,4,3,841350090,1,1
2008-2014,4,3,841350090,1,1
1994-2000,4,3,841350100,-1,-1
2001-2007,4,3,841350100,-1,-1
2008-2014,4,3,841350100,-1,-1
1994-2000,4,3,841350900,-1,-1
2001-2007,4,3,841350900,-1,-1
2008-2014,4,3,841350900,-1,-1
2001-2007,4,3,841360011,1,1
2008-2014,4,3,841360011,1,1
1994-2000,4,3,841360019,1,1
2001-2007,4,3,841360019,1,1
2008-2014,4,3,841360019,1,1
1994-2000,4,3,841360091,1,1
2001-2007,4,3,841360091,1,1
2008-2014,4,3,841360091,1,1
1994-2000,4,3,841360099,1,1
2001-2007,4,3,841360099,1,1
2008-2014,4,3,841360099,1,1
1994-2000,4,3,841360100,-1,-1
2001-2007,4,3,841360100,-1,-1
2008-2014,4,3,841360100,-1,-1
1994-2000,4,3,841360200,-1,-1
1994-2000,4,3,841360300,-1,-1
1994-2000,4,3,841360900,-1,-1
2001-2007,4,3,841360900,-1,-1
2008-2014,4,3,841360900,-1,-1
1994-2000,4,3,841370010,1,1
2001-2007,4,3,841370010,1,1
2008-2014,4,3,841370010,1,1
1994-2000,4,3,841370090,1,1
2001-2007,4,3,841370090,1,1
2008-2014,4,3,841370090,1,1
1994-2000,4,3,841370100,-1,-1
2001-2007,4,3,841370100,-1,-1
2008-2014,4,3,841370100,-1,-1
1994-2000,4,3,841370200,-1,-1
2001-2007,4,3,841370200,-1,-1
2008-2014,4,3,841370200,-1,-1
1994-2000,4,3,841370900,-1,-1
2001-2007,4,3,841370900,-1,-1
2008-2014,4,3,841370900,-1,-1
1994-2000,3,3,841381000,0.146263455,-0.649333505
2001-2007,3,3,841381000,0.142166444,-0.606202611
2008-2014,3,3,841381000,-0.108044263,-0.477676924
1994-2000,7,3,841430010,1,1
2001-2007,7,3,841430010,1,1
2008-2014,7,3,841430010,1,1
1994-2000,7,3,841430090,1,1
2001-2007,7,3,841430090,1,1
2008-2014,7,3,841430090,1,1
1994-2000,7,3,841430100,-1,-1
2001-2007,7,3,841430100,-1,-1
2008-2014,7,3,841430100,-1,-1
1994-2000,7,3,841430900,-1,-1
2001-2007,7,3,841430900,-1,-1
2008-2014,7,3,841430900,-1,-1
1994-2000,7,3,841459000,-1,-1
2001-2007,7,3,841459000,-1,-1
2008-2014,7,3,841459000,-1,-1
1994-2000,7,3,841459010,1,1
2001-2007,7,3,841459010,1,1
2008-2014,7,3,841459010,1,1
1994-2000,7,3,841459021,1,1
2001-2007,7,3,841459021,1,1
2008-2014,7,3,841459021,1,1
1994-2000,7,3,841459029,1,1
2001-2007,7,3,841459029,1,1
2008-2014,7,3,841459029,1,1
1994-2000,7,3,841480011,1,1
2001-2007,7,3,841480011,1,1
2008-2014,7,3,841480011,1,1
1994-2000,7,3,841480019,1,1
2001-2007,7,3,841480019,1,1
2008-2014,7,3,841480019,1,1
1994-2000,7,3,841480091,1,1
2001-2007,7,3,841480091,1,1
2008-2014,7,3,841480091,1,1
1994-2000,7,3,841480092,1,1
2001-2007,7,3,841480092,1,1
2001-2007,7,3,841480093,1,1
2008-2014,7,3,841480093,1,1
1994-2000,7,3,841480100,-1,-1
2001-2007,7,3,841480100,-1,-1
2008-2014,7,3,841480100,-1,-1
1994-2000,7,3,841480210,-1,-1
2001-2007,7,3,841480210,-1,-1
2008-2014,7,3,841480210,-1,-1
1994-2000,7,3,841480220,-1,-1
2001-2007,7,3,841480220,-1,-1
2008-2014,7,3,841480220,-1,-1
1994-2000,7,3,841480290,-1,-1
2001-2007,7,3,841480290,-1,-1
2008-2014,7,3,841480290,-1,-1
1994-2000,7,3,841480900,-1,-1
2001-2007,7,3,841480900,-1,-1
2008-2014,7,3,841480900,-1,-1
1994-2000,4,1,841490010,1,1
2001-2007,4,1,841490010,1,1
2008-2014,4,1,841490010,1,1
1994-2000,4,1,841490091,1,1
2001-2007,4,1,841490091,1,1
2008-2014,4,1,841490091,1,1
1994-2000,4,1,841490099,1,1
2001-2007,4,1,841490099,1,1
2008-2014,4,1,841490099,1,1
1994-2000,4,1,841490100,-1,-1
2001-2007,4,1,841490100,-1,-1
2008-2014,4,1,841490100,-1,-1
1994-2000,4,1,841490900,-1,-1
2001-2007,4,1,841490900,-1,-1
2008-2014,4,1,841490900,-1,-1
1994-2000,8,4,841780000,-0.674991871,-0.734621989
2001-2007,8,4,841780000,-0.704322829,-0.428614025
2008-2014,8,4,841780000,-0.727667747,-0.570723313
1994-2000,1,4,841850000,-1,-1
2001-2007,1,4,841850000,-1,-1
2008-2014,1,4,841850000,-1,-1
1994-2000,1,4,841850010,1,1
2001-2007,1,4,841850010,1,1
2008-2014,1,4,841850010,1,1
1994-2000,1,4,841850090,1,1
2001-2007,1,4,841850090,1,1
2008-2014,1,4,841850090,1,1
1994-2000,7,3,841869010,1,1
2001-2007,7,3,841869010,1,1
2008-2014,7,3,841869010,1,1
1994-2000,7,3,841869020,1,1
2001-2007,7,3,841869020,1,1
2008-2014,7,3,841869020,1,1
1994-2000,7,3,841869091,1,1
2001-2007,7,3,841869091,1,1
2008-2014,7,3,841869091,1,1
1994-2000,7,3,841869099,1,1
2001-2007,7,3,841869099,1,1
2008-2014,7,3,841869099,1,1
1994-2000,7,3,841869100,-1,-1
2001-2007,7,3,841869100,-1,-1
2008-2014,7,3,841869100,-1,-1
1994-2000,7,3,841869900,-1,-1
2001-2007,7,3,841869900,-1,-1
2008-2014,7,3,841869900,-1,-1
1994-2000,7,4,841919000,-0.40697818,-0.588546805
2001-2007,7,4,841919000,0.226167557,0.331960373
2008-2014,7,4,841919000,0.857155875,-0.740850345
1994-2000,4,4,841940000,-0.7647468,-0.322711318
2001-2007,4,4,841940000,-0.709576135,-0.218078096
2008-2014,4,4,841940000,-0.679504241,-0.161356371
1994-2000,7,3,841950000,-0.798913181,-0.274273336
2001-2007,7,3,841950000,-0.387776306,-0.280410613
2008-2014,7,3,841950000,-0.405344462,-0.298332961
1994-2000,4,3,841989000,-0.923236438,-0.51603117
2001-2007,4,3,841989000,-0.829143147,-0.689268165
2008-2014,4,3,841989000,-0.422872211,-0.548006464
1994-2000,8,4,842119000,-0.968203831,-0.713669402
2001-2007,8,4,842119000,-0.955367865,-0.404216497
2008-2014,8,4,842119000,-0.69955539,-0.4002347
1994-2000,8,4,842121000,-0.891877372,-0.6167536
2001-2007,8,4,842121000,-0.23511543,-0.612549655
2008-2014,8,4,842121000,0.066640086,-0.524611772
1994-2000,3,4,842129000,-1,-1
2001-2007,3,4,842129000,-1,-1
2008-2014,3,4,842129000,-1,-1
2001-2007,3,4,842129010,1,1
2008-2014,3,4,842129010,1,1
1994-2000,3,4,842129090,1,1
2001-2007,3,4,842129090,1,1
2008-2014,3,4,842129090,1,1
1994-2000,8,4,842139000,-0.46439929,-0.52632735
2001-2007,8,4,842139000,-0.567308301,-0.84253862
2008-2014,8,4,842139000,-1,-1
2001-2007,8,4,842139010,1,1
2008-2014,8,4,842139010,1,1
2001-2007,8,4,842139090,1,1
2008-2014,8,4,842139090,1,1
1994-2000,4,4,842230010,1,1
2001-2007,4,4,842230010,1,1
2008-2014,4,4,842230010,1,1
1994-2000,4,4,842230020,1,1
2001-2007,4,4,842230020,1,1
2008-2014,4,4,842230020,1,1
1994-2000,4,4,842230090,1,1
2001-2007,4,4,842230090,1,1
2008-2014,4,4,842230090,1,1
1994-2000,4,4,842230100,-1,-1
2001-2007,4,4,842230100,-1,-1
2008-2014,4,4,842230100,-1,-1
1994-2000,4,4,842230900,-1,-1
2001-2007,4,4,842230900,-1,-1
2008-2014,4,4,842230900,-1,-1
1994-2000,4,4,842382000,0.476975264,-0.091286939
2001-2007,4,4,842382000,0.341456866,-0.472507048
2008-2014,4,4,842382000,0.593860179,-0.807219315
1994-2000,4,4,842382100,-1,-1
1994-2000,4,4,842382900,-1,-1
1994-2000,1,4,842389000,-0.428571429,-0.428571429
2001-2007,1,4,842389000,-0.658805601,-0.89573982
2008-2014,1,4,842389000,0.374150055,-0.936682814
1994-2000,1,4,842389100,-1,-1
1994-2000,1,4,842389900,-1,-1
1994-2000,7,2,842420000,-0.583942324,-0.694613198
2001-2007,7,2,842420000,-0.339366932,-0.802285624
2008-2014,7,2,842420000,0.320636363,-0.924097718
1994-2000,4,3,842481000,1,1
2001-2007,4,3,842481000,1,1
2008-2014,4,3,842481000,1,1
1994-2000,4,3,842481100,-1,-1
1994-2000,4,3,842481200,-1,-1
2001-2007,4,3,842481200,-1,-1
2008-2014,4,3,842481200,-1,-1
1994-2000,4,3,842481300,-1,-1
2001-2007,4,3,842481300,-1,-1
1994-2000,4,3,842481900,-1,-1
2001-2007,4,3,842481900,-1,-1
2008-2014,4,3,842481900,-1,-1
1994-2000,4,4,842489000,-1,-1
2001-2007,4,4,842489000,-1,-1
2008-2014,4,4,842489000,-1,-1
1994-2000,4,4,842489010,1,1
2001-2007,4,4,842489010,1,1
2008-2014,4,4,842489010,1,1
1994-2000,4,4,842489090,1,1
2001-2007,4,4,842489090,1,1
2008-2014,4,4,842489090,1,1
1994-2000,4,4,842649000,-0.992637641,-0.938241223
2001-2007,4,4,842649000,-0.428571429,-0.428571429
2008-2014,4,4,842649000,1,1
2001-2007,4,4,842649100,-1,-1
2008-2014,4,4,842649100,-1,-1
2001-2007,4,4,842649900,-1,-1
2008-2014,4,4,842649900,-1,-1
1994-2000,4,4,842710000,1,1
2001-2007,4,4,842710000,1,1
2008-2014,4,4,842710000,1,1
1994-2000,4,4,842710100,-1,-1
2001-2007,4,4,842710100,-1,-1
2008-2014,4,4,842710100,-1,-1
1994-2000,4,4,842710900,-1,-1
2001-2007,4,4,842710900,-1,-1
2008-2014,4,4,842710900,-1,-1
1994-2000,4,4,842790000,-0.974688441,-0.704631475
2001-2007,4,4,842790000,-0.733876514,-0.762939532
2008-2014,4,4,842790000,-0.086170695,-0.69690768
1994-2000,4,4,843069000,-0.9942881,-0.747476711
2001-2007,4,4,843069000,-0.986387191,-0.663925755
2008-2014,4,4,843069000,-0.82431513,0.228982478
1994-2000,4,4,843143000,-0.608519051,-0.214270641
2001-2007,4,4,843143000,-0.044610234,-0.195833126
2008-2014,4,4,843143000,0.23015183,-0.628199808
1994-2000,4,4,844340000,-1,-1
2001-2007,4,4,844340000,-0.980499017,-0.681815678
1994-2000,4,4,844790000,1,1
2001-2007,4,4,844790000,1,1
2008-2014,4,4,844790000,1,1
1994-2000,4,4,844790100,-1,-1
2001-2007,4,4,844790100,-1,-1
2008-2014,4,4,844790100,-1,-1
1994-2000,4,4,844790200,-1,-1
2001-2007,4,4,844790200,-1,-1
2008-2014,4,4,844790200,-1,-1
1994-2000,4,4,844790900,-1,-1
2001-2007,4,4,844790900,-1,-1
2008-2014,4,4,844790900,-1,-1
2001-2007,4,4,844811000,0.488850008,0.359016037
2008-2014,4,4,844811000,0.387725017,-0.216776502
1994-2000,4,4,844811100,-1,-1
2001-2007,4,4,844811100,-1,-1
1994-2000,4,4,844811900,-1,-1
2001-2007,4,4,844811900,-1,-1
1994-2000,4,4,844819000,-0.958056367,0.083502576
2001-2007,4,4,844819000,-0.805277679,-0.268825004
2008-2014,4,4,844819000,-0.791687415,-0.726858631
2001-2007,4,3,844839000,1,1
2008-2014,4,3,844839000,1,1
1994-2000,4,3,844839010,1,1
2001-2007,4,3,844839010,1,1
1994-2000,4,3,844839020,1,1
1994-2000,4,3,844839090,1,1
2001-2007,4,3,844839090,1,1
1994-2000,4,3,844839100,-1,-1
2001-2007,4,3,844839100,-1,-1
2008-2014,4,3,844839100,-1,-1
1994-2000,4,3,844839900,-1,-1
2001-2007,4,3,844839900,-1,-1
2008-2014,4,3,844839900,-1,-1
1994-2000,4,4,845140000,1,1
2001-2007,4,4,845140000,1,1
2008-2014,4,4,845140000,1,1
1994-2000,4,4,845140100,-1,-1
1994-2000,4,4,845140200,-1,-1
2001-2007,4,4,845140200,-1,-1
2008-2014,4,4,845140200,-1,-1
1994-2000,4,4,845140900,-1,-1
2001-2007,4,4,845140900,-1,-1
2008-2014,4,4,845140900,-1,-1
1994-2000,7,4,845410000,-1,-1
2001-2007,7,4,845410000,0.456352905,0.44163362
2008-2014,7,4,845410000,1,1
1994-2000,4,4,845430000,-0.980644597,-0.614713576
2001-2007,4,4,845430000,-0.987458989,-0.055315745
2008-2014,4,4,845430000,-0.858626577,-0.24232331
1994-2000,4,4,845610000,-0.986833548,-0.432472921
2001-2007,4,4,845610000,-0.982481384,0.277985577
2008-2014,4,4,845610000,-0.943999102,0.051611436
1994-2000,4,4,845620000,-0.963658996,-0.901238608
2001-2007,4,4,845620000,-0.730146834,-0.289234941
2008-2014,4,4,845620000,-0.899356338,-0.289721206
1994-2000,4,4,845630011,1,1
2001-2007,4,4,845630011,1,1
2008-2014,4,4,845630011,1,1
1994-2000,4,4,845630019,1,1
2001-2007,4,4,845630019,1,1
2008-2014,4,4,845630019,1,1
1994-2000,4,4,845630090,1,1
2001-2007,4,4,845630090,1,1
2008-2014,4,4,845630090,1,1
1994-2000,4,4,845630110,-1,-1
2001-2007,4,4,845630110,-1,-1
2008-2014,4,4,845630110,-1,-1
1994-2000,4,4,845630190,-1,-1
2001-2007,4,4,845630190,-1,-1
2008-2014,4,4,845630190,-1,-1
1994-2000,4,4,845630900,-1,-1
2001-2007,4,4,845630900,-1,-1
2008-2014,4,4,845630900,-1,-1
1994-2000,4,4,845691000,-1,-1
2001-2007,4,4,845691000,-0.998812431,-1
1994-2000,4,4,845699000,-1,-1
2001-2007,4,4,845699000,-0.954470535,-1
2001-2007,4,4,845710000,1,1
2008-2014,4,4,845710000,1,1
1994-2000,4,4,845710010,1,1
2001-2007,4,4,845710010,1,1
1994-2000,4,4,845710090,1,1
1994-2000,4,4,845710100,-1,-1
2001-2007,4,4,845710100,-1,-1
2008-2014,4,4,845710100,-1,-1
1994-2000,4,4,845710200,-1,-1
2001-2007,4,4,845710200,-1,-1
2008-2014,4,4,845710200,-1,-1
1994-2000,4,4,845710900,-1,-1
2001-2007,4,4,845710900,-1,-1
2008-2014,4,4,845710900,-1,-1
2001-2007,4,4,845730000,1,1
2008-2014,4,4,845730000,-1,-1
1994-2000,4,4,845730100,-1,-1
2001-2007,4,4,845730100,-1,-1
2008-2014,4,4,845730100,-1,-1
1994-2000,4,4,845730900,-1,-1
2001-2007,4,4,845730900,-1,-1
2008-2014,4,4,845730900,-1,-1
1994-2000,4,4,845811000,-0.9595317,-0.625079974
2001-2007,4,4,845811000,-0.831673402,-0.302459895
2008-2014,4,4,845811000,-0.503809,-0.216112039
1994-2000,4,4,845921000,-0.997725804,-0.932818787
2001-2007,4,4,845921000,-0.996572757,-0.312143975
2008-2014,4,4,845921000,-0.993952695,-0.630102075
1994-2000,4,4,845931000,-1,-1
2001-2007,4,4,845931000,-0.99839187,-0.854972577
2008-2014,4,4,845931000,-0.999628698,-0.641190554
1994-2000,4,4,845940000,1,1
2001-2007,4,4,845940000,1,1
2008-2014,4,4,845940000,1,1
1994-2000,4,4,845940100,-1,-1
2001-2007,4,4,845940100,-1,-1
2008-2014,4,4,845940100,-1,-1
1994-2000,4,4,845940900,-1,-1
2001-2007,4,4,845940900,-1,-1
2008-2014,4,4,845940900,-1,-1
1994-2000,4,4,845951000,-1,-1
2001-2007,4,4,845951000,-0.970958235,-0.782219102
2008-2014,4,4,845951000,-0.977236234,-0.499901348
1994-2000,4,4,845961000,-0.998773661,-0.956261553
2001-2007,4,4,845961000,-0.999409964,-0.845436253
2008-2014,4,4,845961000,-0.993773802,-0.586743665
1994-2000,4,4,846011000,-0.98369866,-0.743597919
2001-2007,4,4,846011000,-0.846556113,-0.526853755
2008-2014,4,4,846011000,-0.954255731,-0.604371158
1994-2000,4,4,846021000,-0.936589525,-0.871519752
2001-2007,4,4,846021000,-0.986973599,-0.521279139
2008-2014,4,4,846021000,-0.987661261,-0.354565535
1994-2000,4,4,846031000,-0.944354877,-0.731079264
2001-2007,4,4,846031000,-0.990320155,-0.721131996
2008-2014,4,4,846031000,-0.973514227,-0.654213143
2001-2007,4,4,846140000,1,1
2008-2014,4,4,846140000,1,1
1994-2000,4,4,846140090,1,1
2001-2007,4,4,846140090,1,1
1994-2000,4,4,846140091,1,1
1994-2000,4,4,846140099,1,1
1994-2000,4,4,846140100,-1,-1
2001-2007,4,4,846140100,-1,-1
2008-2014,4,4,846140100,-1,-1
1994-2000,4,4,846140910,-1,-1
2001-2007,4,4,846140910,-1,-1
2008-2014,4,4,846140910,-1,-1
1994-2000,4,4,846140920,-1,-1
1994-2000,4,4,846140990,-1,-1
2001-2007,4,4,846140990,-1,-1
2008-2014,4,4,846140990,-1,-1
1994-2000,4,4,846221000,-0.990017873,-0.749349917
2001-2007,4,4,846221000,-0.909945967,-0.309112224
2008-2014,4,4,846221000,-0.724428439,-0.181052662
1994-2000,4,4,846231000,-0.997559996,-0.60976131
2001-2007,4,4,846231000,-0.955546883,-0.718690571
2008-2014,4,4,846231000,-0.952099416,-0.354386877
1994-2000,4,4,846241000,-0.997591021,-0.855789014
2001-2007,4,4,846241000,-0.992968166,-0.085297254
2008-2014,4,4,846241000,-0.98533065,-0.240872935
1994-2000,4,4,846291000,-0.990026722,-0.710503484
2001-2007,4,4,846291000,-0.969347821,-0.613792804
2008-2014,4,4,846291000,-0.926539213,-0.59243578
1994-2000,4,4,846299000,-0.995784536,0.1103268
2001-2007,4,4,846299000,-0.954626997,-0.043762514
2008-2014,4,4,846299000,-0.935443002,-0.143637524
1994-2000,4,4,846599000,1,1
2001-2007,4,4,846599000,1,1
2008-2014,4,4,846599000,1,1
1994-2000,4,4,846599100,-1,-1
2001-2007,4,4,846599100,-1,-1
2008-2014,4,4,846599100,-1,-1
1994-2000,4,4,846599900,-1,-1
2001-2007,4,4,846599900,-1,-1
2008-2014,4,4,846599900,-1,-1
1994-2000,4,1,846693000,-0.014197683,-0.934730118
2001-2007,4,1,846693000,0.034875209,-0.933174151
2008-2014,4,1,846693000,-0.190004575,-0.914281224
1994-2000,4,4,846880000,-0.962279659,-0.182775145
2001-2007,4,4,846880000,-0.793795117,0.068605603
2008-2014,4,4,846880000,-0.750016623,-0.404713762
1994-2000,1,4,847050000,1,1
2001-2007,1,4,847050000,1,1
2008-2014,1,4,847050000,0.998031191,1
1994-2000,1,4,847110000,-0.666197193,-0.864215277
1994-2000,8,4,847230000,0.112324736,-0.280092906
2001-2007,8,4,847230000,0.861817334,0.15550132
2008-2014,8,4,847230000,0.688076997,0.141457487
1994-2000,1,4,847290000,0.604418356,-0.493882163
2001-2007,1,4,847290000,0.525282245,-0.467116799
2008-2014,1,4,847290000,0.195078221,-0.529024923
1994-2000,1,2,847330000,-1,-1
2001-2007,1,2,847330000,-1,-1
2008-2014,1,2,847330000,-1,-1
1994-2000,1,2,847330010,1,1
2001-2007,1,2,847330010,1,1
2001-2007,1,2,847330011,1,1
2008-2014,1,2,847330011,1,1
2001-2007,1,2,847330019,1,1
2008-2014,1,2,847330019,1,1
1994-2000,1,2,847330090,1,1
2001-2007,1,2,847330090,1,1
2008-2014,1,2,847330090,1,1
1994-2000,4,4,847710000,-0.984930417,-0.10563918
2001-2007,4,4,847710000,-0.894842763,-0.295094535
2008-2014,4,4,847710000,-0.908224592,-0.233194262
1994-2000,4,4,847730000,-0.982841591,-0.337319474
2001-2007,4,4,847730000,-0.827275271,-0.313678033
2008-2014,4,4,847730000,-0.879151673,-0.398089484
1994-2000,4,4,847740000,1,1
2001-2007,4,4,847740000,1,1
2008-2014,4,4,847740000,1,1
1994-2000,4,4,847740100,-1,-1
2001-2007,4,4,847740100,-1,-1
2008-2014,4,4,847740100,-1,-1
1994-2000,4,4,847740900,-1,-1
2001-2007,4,4,847740900,-1,-1
2008-2014,4,4,847740900,-1,-1
1994-2000,4,4,847751000,-0.61511344,-0.652238241
2001-2007,4,4,847751000,-0.626591317,-0.405256965
2008-2014,4,4,847751000,-0.172216863,-0.348697904
1994-2000,5,4,847759000,-0.97573018,-0.471845672
2001-2007,5,4,847759000,-0.937064173,-0.464883902
2008-2014,5,4,847759000,-0.793897863,-0.516924254
1994-2000,4,4,847780000,-0.97258399,-0.653901477
2001-2007,4,4,847780000,-0.934027999,-0.490826672
2008-2014,4,4,847780000,-0.771224032,-0.451835182
1994-2000,4,4,847910000,-0.927980575,-0.738444214
2001-2007,4,4,847910000,-0.996209565,-0.433918466
2008-2014,4,4,847910000,-0.765083418,-0.241757636
1994-2000,7,4,847982000,-0.943915316,-0.72165699
2001-2007,7,4,847982000,-0.653634934,-0.743244106
2008-2014,7,4,847982000,-0.57035171,-0.735337523
1994-2000,4,4,847989000,1,1
2001-2007,4,4,847989000,1,1
2008-2014,4,4,847989000,1,1
1994-2000,4,4,847989100,-1,-1
2001-2007,4,4,847989100,-1,-1
2008-2014,4,4,847989100,-1,-1
1994-2000,4,4,847989900,-1,-1
2001-2007,4,4,847989900,-1,-1
2008-2014,4,4,847989900,-1,-1
1994-2000,8,1,847990000,-0.854452985,-0.875925411
