year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,average_value,diff_ratio,average_ratio
2007,4,4,846880000,846880,84,KG,15972,45735,2.863448535,KG,138306,894268,6.465865545,-848533,-3.60241701,-0.9026918,-0.386139536
2001,1,4,847050000,847050,84,KG,280299,668495,2.384935373,,,,,668495,2.384935373,1,1
2002,1,4,847050000,847050,84,KG,406884,927064,2.278447911,,,,,927064,2.278447911,1,1
2003,1,4,847050000,847050,84,KG,440326,916327,2.081019517,,,,,916327,2.081019517,1,1
2004,1,4,847050000,847050,84,KG,742160,2843680,3.831626603,,,,,2843680,3.831626603,1,1
2005,1,4,847050000,847050,84,KG,1028355,3594227,3.495122793,,,,,3594227,3.495122793,1,1
2006,1,4,847050000,847050,84,KG,640238,2239690,3.498214726,,,,,2239690,3.498214726,1,1
2007,1,4,847050000,847050,84,KG,525795,1631384,3.102699721,,,,,1631384,3.102699721,1,1
2001,1,4,847050100,847050,84,,,,,NO,120,262,,-262,,-1,
2002,1,4,847050100,847050,84,,,,,NO,1402,81975,,-81975,,-1,
2003,1,4,847050100,847050,84,,,,,NO,500,332,,-332,,-1,
2007,1,4,847050100,847050,84,,,,,NO,170,10995,,-10995,,-1,
2001,1,4,847050900,847050,84,,,,,NO,10782,1115262,,-1115262,,-1,
2002,1,4,847050900,847050,84,,,,,NO,3082,258163,,-258163,,-1,
2003,1,4,847050900,847050,84,,,,,NO,2113,148795,,-148795,,-1,
2004,1,4,847050900,847050,84,,,,,NO,519,41517,,-41517,,-1,
2005,1,4,847050900,847050,84,,,,,NO,109,15618,,-15618,,-1,
2006,1,4,847050900,847050,84,,,,,NO,1676,166590,,-166590,,-1,
2007,1,4,847050900,847050,84,,,,,NO,1442,52547,,-52547,,-1,
2001,1,4,847110000,847110,84,,,,,NO,1165,15056,,-15056,,-1,
2002,1,4,847110000,847110,84,,,,,NO,23,18352,,-18352,,-1,
2003,1,4,847110000,847110,84,,,,,NO,8005,4492,,-4492,,-1,
2004,1,4,847110000,847110,84,NO,100001,8291,,NO,21,131346,,-123055,,-0.881249239,
2005,1,4,847110000,847110,84,NO,50,2985,,NO,9,13416,,-10431,,-0.635997805,
2006,1,4,847110000,847110,84,NO,1309,83529,,NO,12,18497,,65032,,0.637406151,
2001,1,4,847130000,847130,84,NO,295593,19799615,,NO,26092,1629244,,18170371,,0.847939267,
2002,1,4,847130000,847130,84,NO,890988,108562433,,NO,28883,716684,,107845749,,0.986883423,
2003,1,4,847130000,847130,84,NO,1913927,211694956,,NO,91594,3891423,,207803533,,0.963899176,
2004,1,4,847130000,847130,84,NO,2319462,267784669,,NO,79758,5002812,,262781857,,0.963320809,
2005,1,4,847130000,847130,84,NO,4581280,411832475,,NO,238181,28165219,,383667256,,0.871975606,
2006,1,4,847130000,847130,84,NO,3878131,425856427,,NO,200349,23451581,,402404846,,0.895610225,
2007,1,4,847130000,847130,84,NO,4239135,457943965,,NO,235893,29080737,,428863228,,0.880577979,
2001,1,4,847141000,847141,84,NO,84127,5684208,,,,,,5684208,,1,
2002,1,4,847141000,847141,84,NO,230594,15251088,,,,,,15251088,,1,
2003,1,4,847141000,847141,84,NO,262775,24047497,,,,,,24047497,,1,
2004,1,4,847141000,847141,84,NO,240146,24465289,,,,,,24465289,,1,
2005,1,4,847141000,847141,84,NO,182747,15474746,,,,,,15474746,,1,
2006,1,4,847141000,847141,84,NO,92163,10851871,,,,,,10851871,,1,
2007,1,4,847141000,847141,84,NO,188101,10987096,,,,,,10987096,,1,
2001,1,4,847141100,847141,84,,,,,NO,2368,499833,,-499833,,-1,
2002,1,4,847141100,847141,84,,,,,NO,6936,489752,,-489752,,-1,
2003,1,4,847141100,847141,84,,,,,NO,21471,622026,,-622026,,-1,
2004,1,4,847141100,847141,84,,,,,NO,5593,500907,,-500907,,-1,
2005,1,4,847141100,847141,84,,,,,NO,3898,454491,,-454491,,-1,
2006,1,4,847141100,847141,84,,,,,NO,2080,266058,,-266058,,-1,
2007,1,4,847141100,847141,84,,,,,NO,3137,301413,,-301413,,-1,
2001,1,4,847141900,847141,84,,,,,NO,26163,134761,,-134761,,-1,
2002,1,4,847141900,847141,84,,,,,NO,53768,217781,,-217781,,-1,
2003,1,4,847141900,847141,84,,,,,NO,11507,639660,,-639660,,-1,
2004,1,4,847141900,847141,84,,,,,NO,31002,167509,,-167509,,-1,
2005,1,4,847141900,847141,84,,,,,NO,4301,56563,,-56563,,-1,
2006,1,4,847141900,847141,84,,,,,NO,550,70721,,-70721,,-1,
2007,1,4,847141900,847141,84,,,,,NO,93,34890,,-34890,,-1,
2001,4,4,847149000,847149,84,NO,60545,4942109,,NO,15871,503956,,4438153,,0.814928393,
2002,4,4,847149000,847149,84,NO,68818,6621423,,NO,30036,956331,,5665092,,0.747595132,
2003,4,4,847149000,847149,84,NO,59420,6645429,,NO,33357,1298514,,5346915,,0.673080736,
2004,4,4,847149000,847149,84,NO,95890,9864798,,NO,25529,2272355,,7592443,,0.625553868,
2005,4,4,847149000,847149,84,NO,303266,29993224,,NO,30786,1096529,,28896695,,0.929460424,
2006,4,4,847149000,847149,84,NO,330316,36112796,,NO,18055,1277302,,34835494,,0.931676991,
2007,4,4,847149000,847149,84,NO,467259,48657956,,NO,5396,1520974,,47136982,,0.939377982,
2001,1,2,847150000,847150,84,NO,620255,47266177,,NO,26841,606636,,46659541,,0.974656346,
2002,1,2,847150000,847150,84,NO,970388,112105224,,NO,23358,422811,,111682413,,0.992485233,
2003,1,2,847150000,847150,84,NO,3072870,219492604,,NO,7161,406330,,219086274,,0.996304393,
2004,1,2,847150000,847150,84,NO,4160579,219304639,,NO,9202,727462,,218577177,,0.993387674,
2005,1,2,847150000,847150,84,NO,2286814,219989313,,NO,4274,1008942,,218980371,,0.990869231,
2006,1,2,847150000,847150,84,NO,2294142,241466267,,NO,34828,3513338,,237952929,,0.971317302,
2007,1,2,847150000,847150,84,NO,1741607,216682777,,NO,39373,4153381,,212529396,,0.962384955,
2001,1,4,847160010,847160,84,NO,208532,7951062,,,,,,7951062,,1,
2002,1,4,847160010,847160,84,NO,1605989,57561597,,,,,,57561597,,1,
2003,1,4,847160010,847160,84,NO,2864251,89398552,,,,,,89398552,,1,
2004,1,4,847160010,847160,84,NO,5838762,140072729,,,,,,140072729,,1,
2005,1,4,847160010,847160,84,NO,5117941,132829220,,,,,,132829220,,1,
2006,1,4,847160010,847160,84,NO,6256135,132332668,,,,,,132332668,,1,
2007,1,4,847160010,847160,84,NO,977036,21955530,,,,,,21955530,,1,
2001,1,4,847160020,847160,84,NO,1269412,22445897,,,,,,22445897,,1,
2002,1,4,847160020,847160,84,NO,733911,10398427,,,,,,10398427,,1,
2003,1,4,847160020,847160,84,NO,384509,5668746,,,,,,5668746,,1,
2004,1,4,847160020,847160,84,NO,256638,3717648,,,,,,3717648,,1,
2005,1,4,847160020,847160,84,NO,100871,2024793,,,,,,2024793,,1,
2006,1,4,847160020,847160,84,NO,58403,1029411,,,,,,1029411,,1,
2007,1,4,847160020,847160,84,NO,20264,608967,,,,,,608967,,1,
2001,1,4,847160090,847160,84,NO,25915410,79881262,,,,,,79881262,,1,
2002,1,4,847160091,847160,84,NO,2588838,82569297,,,,,,82569297,,1,
2003,1,4,847160091,847160,84,NO,2284892,83509117,,,,,,83509117,,1,
2004,1,4,847160091,847160,84,NO,2428561,93906574,,,,,,93906574,,1,
2005,1,4,847160091,847160,84,NO,3574776,136068316,,,,,,136068316,,1,
2006,1,4,847160091,847160,84,NO,3736511,152826573,,,,,,152826573,,1,
2002,1,4,847160099,847160,84,NO,36607477,28930793,,,,,,28930793,,1,
2003,1,4,847160099,847160,84,NO,24978158,31498494,,,,,,31498494,,1,
2004,1,4,847160099,847160,84,NO,27979612,28327728,,,,,,28327728,,1,
2005,1,4,847160099,847160,84,NO,33245819,34885510,,,,,,34885510,,1,
2006,1,4,847160099,847160,84,NO,32371432,30470188,,,,,,30470188,,1,
2007,1,4,847160099,847160,84,NO,29315322,29571116,,,,,,29571116,,1,
2001,1,4,847160110,847160,84,,,,,NO,19327,325991,,-325991,,-1,
2002,1,4,847160110,847160,84,,,,,NO,26510,515535,,-515535,,-1,
2003,1,4,847160110,847160,84,,,,,NO,14345,381659,,-381659,,-1,
2004,1,4,847160110,847160,84,,,,,NO,5538,100134,,-100134,,-1,
2005,1,4,847160110,847160,84,,,,,NO,4341,56180,,-56180,,-1,
2006,1,4,847160110,847160,84,,,,,NO,1439,34868,,-34868,,-1,
2001,1,4,847160120,847160,84,,,,,NO,56237,3138227,,-3138227,,-1,
2002,1,4,847160120,847160,84,,,,,NO,25714,2644822,,-2644822,,-1,
2003,1,4,847160120,847160,84,,,,,NO,18083,2169792,,-2169792,,-1,
2004,1,4,847160120,847160,84,,,,,NO,35345,2938891,,-2938891,,-1,
2005,1,4,847160120,847160,84,,,,,NO,37816,3057739,,-3057739,,-1,
2006,1,4,847160120,847160,84,,,,,NO,39463,2449116,,-2449116,,-1,
2001,1,4,847160130,847160,84,,,,,NO,3042,128663,,-128663,,-1,
2002,1,4,847160130,847160,84,,,,,NO,10754,225555,,-225555,,-1,
2003,1,4,847160130,847160,84,,,,,NO,8411,216734,,-216734,,-1,
2004,1,4,847160130,847160,84,,,,,NO,6646,326511,,-326511,,-1,
2005,1,4,847160130,847160,84,,,,,NO,12995,541129,,-541129,,-1,
2006,1,4,847160130,847160,84,,,,,NO,15242,529530,,-529530,,-1,
2001,1,4,847160140,847160,84,,,,,NO,22427,675116,,-675116,,-1,
2002,1,4,847160140,847160,84,,,,,NO,24911,959296,,-959296,,-1,
2003,1,4,847160140,847160,84,,,,,NO,18005,1447863,,-1447863,,-1,
2004,1,4,847160140,847160,84,,,,,NO,19959,1609664,,-1609664,,-1,
2005,1,4,847160140,847160,84,,,,,NO,10161,1457391,,-1457391,,-1,
2006,1,4,847160140,847160,84,,,,,NO,10003,1554320,,-1554320,,-1,
2001,1,4,847160190,847160,84,,,,,NO,591,58743,,-58743,,-1,
2002,1,4,847160190,847160,84,,,,,NO,5699,153436,,-153436,,-1,
2003,1,4,847160190,847160,84,,,,,NO,4007,321871,,-321871,,-1,
2004,1,4,847160190,847160,84,,,,,NO,1174,221082,,-221082,,-1,
2005,1,4,847160190,847160,84,,,,,NO,25527,232040,,-232040,,-1,
2006,1,4,847160190,847160,84,,,,,NO,2351,442785,,-442785,,-1,
2001,1,4,847160210,847160,84,,,,,NO,23621,336600,,-336600,,-1,
2002,1,4,847160210,847160,84,,,,,NO,185732,5448113,,-5448113,,-1,
2003,1,4,847160210,847160,84,,,,,NO,1062316,22175077,,-22175077,,-1,
2004,1,4,847160210,847160,84,,,,,NO,1555714,25057276,,-25057276,,-1,
2005,1,4,847160210,847160,84,,,,,NO,383823,7077152,,-7077152,,-1,
2006,1,4,847160210,847160,84,,,,,NO,148248,4286843,,-4286843,,-1,
2007,1,4,847160210,847160,84,,,,,NO,44529,823354,,-823354,,-1,
2001,1,4,847160220,847160,84,,,,,NO,254149,4033097,,-4033097,,-1,
2002,1,4,847160220,847160,84,,,,,NO,135668,1939975,,-1939975,,-1,
2003,1,4,847160220,847160,84,,,,,NO,23942,432169,,-432169,,-1,
2004,1,4,847160220,847160,84,,,,,NO,13372,222248,,-222248,,-1,
2005,1,4,847160220,847160,84,,,,,NO,34262,252241,,-252241,,-1,
2006,1,4,847160220,847160,84,,,,,NO,21963,109242,,-109242,,-1,
2007,1,4,847160220,847160,84,,,,,NO,1441,60119,,-60119,,-1,
2001,1,4,847160900,847160,84,,,,,NO,111871,530205,,-530205,,-1,
2002,1,4,847160900,847160,84,,,,,NO,127813,985264,,-985264,,-1,
2003,1,4,847160900,847160,84,,,,,NO,135441,930788,,-930788,,-1,
2004,1,4,847160900,847160,84,,,,,NO,286757,1185788,,-1185788,,-1,
2005,1,4,847160900,847160,84,,,,,NO,547928,2351609,,-2351609,,-1,
2006,1,4,847160900,847160,84,,,,,NO,1326814,3140047,,-3140047,,-1,
2007,1,4,847160900,847160,84,,,,,NO,2904633,4127700,,-4127700,,-1,
2001,1,2,847170010,847170,84,NO,21902,267267,,,,,,267267,,1,
2002,1,2,847170010,847170,84,NO,137795,1332802,,,,,,1332802,,1,
2003,1,2,847170010,847170,84,NO,54384,1068122,,,,,,1068122,,1,
2004,1,2,847170010,847170,84,NO,79771,1685824,,,,,,1685824,,1,
2005,1,2,847170010,847170,84,NO,268088,3360917,,,,,,3360917,,1,
2006,1,2,847170010,847170,84,NO,433560,4208728,,,,,,4208728,,1,
2007,1,2,847170010,847170,84,NO,215199,2052109,,,,,,2052109,,1,
2001,1,2,847170020,847170,84,NO,3825143,6593922,,,,,,6593922,,1,
2001,1,2,847170030,847170,84,NO,1436246,10611073,,,,,,10611073,,1,
2002,1,2,847170030,847170,84,NO,2892598,20602179,,,,,,20602179,,1,
2003,1,2,847170030,847170,84,NO,3928306,30981253,,,,,,30981253,,1,
2004,1,2,847170030,847170,84,NO,8082509,43569275,,,,,,43569275,,1,
2005,1,2,847170030,847170,84,NO,9657404,51916851,,,,,,51916851,,1,
2006,1,2,847170030,847170,84,NO,11329468,67877965,,,,,,67877965,,1,
2007,1,2,847170030,847170,84,NO,12483320,72617093,,,,,,72617093,,1,
2001,1,2,847170040,847170,84,NO,642340,2941298,,,,,,2941298,,1,
2002,1,2,847170040,847170,84,NO,976534,4766690,,,,,,4766690,,1,
2003,1,2,847170040,847170,84,NO,1435710,4076137,,,,,,4076137,,1,
2004,1,2,847170040,847170,84,NO,1156490,2446257,,,,,,2446257,,1,
2005,1,2,847170040,847170,84,NO,1122110,2478356,,,,,,2478356,,1,
2006,1,2,847170040,847170,84,NO,657157,1273119,,,,,,1273119,,1,
2007,1,2,847170040,847170,84,NO,447167,827331,,,,,,827331,,1,
2001,1,2,847170050,847170,84,NO,1017399,8819177,,,,,,8819177,,1,
2002,1,2,847170050,847170,84,NO,1535229,17505083,,,,,,17505083,,1,
2003,1,2,847170050,847170,84,NO,2180015,18690937,,,,,,18690937,,1,
2004,1,2,847170050,847170,84,NO,2113632,15167773,,,,,,15167773,,1,
2005,1,2,847170050,847170,84,NO,2313737,11935477,,,,,,11935477,,1,
2006,1,2,847170050,847170,84,NO,3155168,13705127,,,,,,13705127,,1,
2007,1,2,847170050,847170,84,NO,8183678,31877610,,,,,,31877610,,1,
2001,1,2,847170090,847170,84,NO,33694,628476,,,,,,628476,,1,
2002,1,2,847170090,847170,84,NO,2308013,4897324,,,,,,4897324,,1,
2003,1,2,847170090,847170,84,NO,2261988,4897783,,,,,,4897783,,1,
2004,1,2,847170090,847170,84,NO,663191,4436134,,,,,,4436134,,1,
2005,1,2,847170090,847170,84,NO,684533,4105850,,,,,,4105850,,1,
2006,1,2,847170090,847170,84,NO,1005294,5001160,,,,,,5001160,,1,
2007,1,2,847170090,847170,84,NO,958366,3436625,,,,,,3436625,,1,
2001,1,2,847170100,847170,84,,,,,NO,30077,122877,,-122877,,-1,
2002,1,2,847170100,847170,84,,,,,NO,52116,82041,,-82041,,-1,
2001,1,2,847170200,847170,84,,,,,NO,9533,18785,,-18785,,-1,
2002,1,2,847170200,847170,84,,,,,NO,41341,82688,,-82688,,-1,
2003,1,2,847170200,847170,84,,,,,NO,24414,48548,,-48548,,-1,
2004,1,2,847170200,847170,84,,,,,NO,2756,11858,,-11858,,-1,
2005,1,2,847170200,847170,84,,,,,NO,6459,11126,,-11126,,-1,
2006,1,2,847170200,847170,84,,,,,NO,7539,49475,,-49475,,-1,
2007,1,2,847170200,847170,84,,,,,NO,15122,102026,,-102026,,-1,
2001,1,2,847170300,847170,84,,,,,NO,97325,1080781,,-1080781,,-1,
2002,1,2,847170300,847170,84,,,,,NO,134868,1797540,,-1797540,,-1,
2003,1,2,847170300,847170,84,,,,,NO,376188,3044840,,-3044840,,-1,
2004,1,2,847170300,847170,84,,,,,NO,546751,3723612,,-3723612,,-1,
2005,1,2,847170300,847170,84,,,,,NO,302814,2032446,,-2032446,,-1,
2006,1,2,847170300,847170,84,,,,,NO,422701,2743829,,-2743829,,-1,
2007,1,2,847170300,847170,84,,,,,NO,383504,3085869,,-3085869,,-1,
2001,1,2,847170400,847170,84,,,,,NO,96811,374774,,-374774,,-1,
2002,1,2,847170400,847170,84,,,,,NO,150337,618827,,-618827,,-1,
2003,1,2,847170400,847170,84,,,,,NO,64235,321997,,-321997,,-1,
2004,1,2,847170400,847170,84,,,,,NO,39462,379811,,-379811,,-1,
2005,1,2,847170400,847170,84,,,,,NO,10910,82194,,-82194,,-1,
2006,1,2,847170400,847170,84,,,,,NO,8597,56979,,-56979,,-1,
2007,1,2,847170400,847170,84,,,,,NO,33768,44306,,-44306,,-1,
2001,1,2,847170500,847170,84,,,,,NO,317677,5264682,,-5264682,,-1,
2002,1,2,847170500,847170,84,,,,,NO,487887,5878997,,-5878997,,-1,
2003,1,2,847170500,847170,84,,,,,NO,1219093,18054869,,-18054869,,-1,
2004,1,2,847170500,847170,84,,,,,NO,1447277,15639744,,-15639744,,-1,
2005,1,2,847170500,847170,84,,,,,NO,485389,4154312,,-4154312,,-1,
2006,1,2,847170500,847170,84,,,,,NO,477932,5453404,,-5453404,,-1,
2007,1,2,847170500,847170,84,,,,,NO,661017,4504812,,-4504812,,-1,
2001,1,2,847170900,847170,84,,,,,NO,208631,2762436,,-2762436,,-1,
2002,1,2,847170900,847170,84,,,,,NO,155991,2324998,,-2324998,,-1,
2003,1,2,847170900,847170,84,,,,,NO,147589,870755,,-870755,,-1,
2004,1,2,847170900,847170,84,,,,,NO,53930,637916,,-637916,,-1,
2005,1,2,847170900,847170,84,,,,,NO,16245,352613,,-352613,,-1,
2006,1,2,847170900,847170,84,,,,,NO,12706,394401,,-394401,,-1,
2007,1,2,847170900,847170,84,,,,,NO,28211,2816800,,-2816800,,-1,
2001,1,2,847180000,847180,84,NO,2048200,8430937,,NO,2486,219606,,8211331,,0.949227233,
2002,1,2,847180000,847180,84,NO,4667115,20862435,,NO,2524,265811,,20596624,,0.974838328,
2003,1,2,847180000,847180,84,NO,5295434,31927611,,NO,37666,1091933,,30835678,,0.933861413,
2004,1,2,847180000,847180,84,NO,8244314,49054331,,NO,25694,1178783,,47875548,,0.953067492,
2005,1,2,847180000,847180,84,NO,12663676,59916139,,NO,49000,1907845,,58008294,,0.938281396,
2006,1,2,847180000,847180,84,NO,13774616,72795308,,NO,51456,1015680,,71779628,,0.972478894,
2007,1,2,847180000,847180,84,NO,5252698,27841358,,NO,33721,1057566,,26783792,,0.926809316,
2001,1,2,847190000,847190,84,NO,344652,1866841,,NO,14579,636910,,1229931,,0.49123535,
2002,1,2,847190000,847190,84,NO,1093374,2354534,,NO,29176,1036909,,1317625,,0.388514564,
2003,1,2,847190000,847190,84,NO,855783,3029200,,NO,109711,1915221,,1113979,,0.225300192,
2004,1,2,847190000,847190,84,NO,1410487,3343585,,NO,56954,2601290,,742295,,0.124863012,
2005,1,2,847190000,847190,84,NO,979027,3728027,,NO,67389,1393193,,2334834,,0.45591363,
2006,1,2,847190000,847190,84,NO,3010521,6579067,,NO,191184,2105346,,4473721,,0.515143741,
2007,1,2,847190000,847190,84,NO,1601375,3436187,,NO,82734,1708582,,1727605,,0.335798361,
2001,8,4,847230000,847230,84,KG,32324,44151,1.365889123,KG,1412,4701,3.329320113,39450,-1.963430991,0.807541145,-0.418177528
2002,8,4,847230000,847230,84,KG,26450,42103,1.591795841,KG,2376,6417,2.700757576,35686,-1.108961735,0.735490519,-0.258345471
2003,8,4,847230000,847230,84,KG,23714,38037,1.603989205,,,,,38037,1.603989205,1,1
2004,8,4,847230000,847230,84,KG,24410,38934,1.595002048,KG,1808,11466,6.341814159,27468,-4.746812111,0.545,-0.598075095
2005,8,4,847230000,847230,84,KG,12595,17145,1.361254466,,,,,17145,1.361254466,1,1
2006,8,4,847230000,847230,84,KG,14265,29077,2.038345601,KG,90,827,9.188888889,28250,-7.150543288,0.944689674,-0.636892664
2007,8,4,847230000,847230,84,KG,22756,31934,1.403322201,,,,,31934,1.403322201,1,1
2001,1,4,847290000,847290,84,KG,4579675,5093084,1.11210599,KG,372577,951787,2.55460482,4141297,-1.44249883,0.685092701,-0.393404036
2002,1,4,847290000,847290,84,KG,5871893,7047524,1.200213287,KG,688331,1075793,1.562900697,5971731,-0.36268741,0.735134552,-0.131260387
2003,1,4,847290000,847290,84,KG,8245681,8034638,0.974405631,KG,802057,1781565,2.221244874,6253073,-1.246839243,0.637015453,-0.390167586
2004,1,4,847290000,847290,84,KG,11242044,10111230,0.899412064,KG,1333336,2523872,1.892900214,7587358,-0.99348815,0.600498358,-0.35579407
2005,1,4,847290000,847290,84,KG,24072576,15403814,0.639890554,KG,1100562,2825516,2.567339232,12578298,-1.927448678,0.690003308,-0.600969935
2006,1,4,847290000,847290,84,KG,20336325,13071862,0.642783885,KG,2198053,6993900,3.181861402,6077962,-2.539077516,0.302902128,-0.66387268
2007,1,4,847290000,847290,84,KG,16984826,11801949,0.694852511,KG,2468094,11196420,4.53646417,605529,-3.841611659,0.026329215,-0.734348902
2001,1,2,847330000,847330,84,,,,,KG,11868820,84487876,7.118473109,-84487876,-7.118473109,-1,-1
2002,1,2,847330000,847330,84,,,,,KG,16341512,128165028,7.842911231,-128165028,-7.842911231,-1,-1
2003,1,2,847330000,847330,84,,,,,KG,22247427,197980899,8.899047022,-197980899,-8.899047022,-1,-1
2004,1,2,847330000,847330,84,,,,,KG,25342676,224300748,8.850712845,-224300748,-8.850712845,-1,-1
2005,1,2,847330000,847330,84,,,,,KG,32123819,255283918,7.946873253,-255283918,-7.946873253,-1,-1
2006,1,2,847330000,847330,84,,,,,KG,37819950,289523241,7.6553047,-289523241,-7.6553047,-1,-1
2007,1,2,847330000,847330,84,,,,,KG,4040380,56648111,14.02049089,-56648111,-14.02049089,-1,-1
2001,1,2,847330010,847330,84,KG,38417104,130726717,3.402825913,,,,,130726717,3.402825913,1,1
2002,1,2,847330010,847330,84,KG,51424761,177639836,3.454363862,,,,,177639836,3.454363862,1,1
2003,1,2,847330010,847330,84,KG,68153535,215569129,3.162992631,,,,,215569129,3.162992631,1,1
2004,1,2,847330010,847330,84,KG,82762046,295361031,3.568798082,,,,,295361031,3.568798082,1,1
2005,1,2,847330010,847330,84,KG,92848380,359987170,3.877150791,,,,,359987170,3.877150791,1,1
2006,1,2,847330010,847330,84,KG,6723693,24119209,3.587196649,,,,,24119209,3.587196649,1,1
2006,1,2,847330011,847330,84,KG,212525,23473232,110.4492742,,,,,23473232,110.4492742,1,1
2007,1,2,847330011,847330,84,KG,335470,46203912,137.7288938,,,,,46203912,137.7288938,1,1
2006,1,2,847330019,847330,84,KG,92154213,316873439,3.438512779,,,,,316873439,3.438512779,1,1
2007,1,2,847330019,847330,84,KG,42232636,213170607,5.0475326,,,,,213170607,5.0475326,1,1
2001,1,2,847330090,847330,84,KG,4148779,11745315,2.831029322,,,,,11745315,2.831029322,1,1
2002,1,2,847330090,847330,84,KG,4500262,11959050,2.657411946,,,,,11959050,2.657411946,1,1
2003,1,2,847330090,847330,84,KG,6827592,13000731,1.904145854,,,,,13000731,1.904145854,1,1
2004,1,2,847330090,847330,84,KG,10347240,18901181,1.82668818,,,,,18901181,1.82668818,1,1
2005,1,2,847330090,847330,84,KG,13377391,28790352,2.152164948,,,,,28790352,2.152164948,1,1
2006,1,2,847330090,847330,84,KG,14138324,33529780,2.371552668,,,,,33529780,2.371552668,1,1
2007,1,2,847330090,847330,84,KG,7487026,16017583,2.139378573,,,,,16017583,2.139378573,1,1
2001,4,4,847710000,847710,84,KG,73267,91743,1.252173557,KG,10232080,13070212,1.277375861,-12978469,-0.025202304,-0.986059366,-0.009963159
2002,4,4,847710000,847710,84,KG,353876,234726,0.663300139,KG,18745030,23590656,1.258501907,-23355930,-0.595201768,-0.98029614,-0.309710237
2003,4,4,847710000,847710,84,KG,2520330,1306062,0.518210711,KG,29390073,35761817,1.216799189,-34455755,-0.698588479,-0.929531334,-0.402642359
2004,4,4,847710000,847710,84,KG,2820664,1892783,0.671041641,KG,30140334,39295568,1.303753568,-37402785,-0.632711927,-0.908091344,-0.320393691
2005,4,4,847710000,847710,84,KG,4812091,2985076,0.620328252,KG,28296816,37847564,1.337520235,-34862488,-0.717191983,-0.853789713,-0.366316386
2006,4,4,847710000,847710,84,KG,7365801,4836565,0.656624446,KG,36329730,47401881,1.304768326,-42565316,-0.64814388,-0.814827378,-0.330450835
2007,4,4,847710000,847710,84,KG,7316226,4923017,0.672890231,KG,31906482,42255832,1.324365124,-37332815,-0.651474894,-0.791304065,-0.326185078
2001,4,4,847730000,847730,84,KG,50835,78671,1.547575489,KG,542186,1375125,2.536260619,-1296454,-0.98868513,-0.89177161,-0.242097161
2002,4,4,847730000,847730,84,KG,79446,137837,1.734977217,KG,648734,1635572,2.521175089,-1497735,-0.786197871,-0.84455137,-0.184720333
2003,4,4,847730000,847730,84,KG,29479,31120,1.055666746,KG,604930,1601982,2.648210537,-1570862,-1.592543791,-0.96188848,-0.429966673
2004,4,4,847730000,847730,84,KG,70870,106447,1.502003669,KG,320069,778539,2.432409887,-672092,-0.930406218,-0.759438002,-0.236479009
2005,4,4,847730000,847730,84,KG,93405,186728,1.999122103,KG,344260,1270079,3.689301691,-1083351,-1.690179588,-0.74364758,-0.297126172
2006,4,4,847730000,847730,84,KG,65744,84865,1.290840229,KG,519353,1351110,2.601525359,-1266245,-1.310685131,-0.881801563,-0.336732278
2007,4,4,847730000,847730,84,KG,285435,282289,0.988978226,KG,603676,1650061,2.73335531,-1367772,-1.744377084,-0.707828292,-0.468624605
2001,4,4,847740000,847740,84,KG,3630,6388,1.759779614,,,,,6388,1.759779614,1,1
2002,4,4,847740000,847740,84,KG,8770,74636,8.510376283,,,,,74636,8.510376283,1,1
2003,4,4,847740000,847740,84,KG,18525,16711,0.902078273,,,,,16711,0.902078273,1,1
2004,4,4,847740000,847740,84,KG,192432,202161,1.050558119,,,,,202161,1.050558119,1,1
2005,4,4,847740000,847740,84,KG,237302,261523,1.102068251,,,,,261523,1.102068251,1,1
2006,4,4,847740000,847740,84,KG,368955,346990,0.940466995,,,,,346990,0.940466995,1,1
2007,4,4,847740000,847740,84,KG,254134,272207,1.071116025,,,,,272207,1.071116025,1,1
2001,4,4,847740100,847740,84,,,,,KG,126920,340355,2.681649858,-340355,-2.681649858,-1,-1
2002,4,4,847740100,847740,84,,,,,KG,452101,1299913,2.875271234,-1299913,-2.875271234,-1,-1
2003,4,4,847740100,847740,84,,,,,KG,823141,2546046,3.093086118,-2546046,-3.093086118,-1,-1
2004,4,4,847740100,847740,84,,,,,KG,453982,1372851,3.024020776,-1372851,-3.024020776,-1,-1
2005,4,4,847740100,847740,84,,,,,KG,56330,97769,1.73564708,-97769,-1.73564708,-1,-1
2006,4,4,847740100,847740,84,,,,,KG,146056,524372,3.590211973,-524372,-3.590211973,-1,-1
2007,4,4,847740100,847740,84,,,,,KG,147328,222307,1.508925662,-222307,-1.508925662,-1,-1
2001,4,4,847740900,847740,84,,,,,KG,610212,1432349,2.347297333,-1432349,-2.347297333,-1,-1
2002,4,4,847740900,847740,84,,,,,KG,963988,1247723,1.294334577,-1247723,-1.294334577,-1,-1
2003,4,4,847740900,847740,84,,,,,KG,806397,1323363,1.641081254,-1323363,-1.641081254,-1,-1
2004,4,4,847740900,847740,84,,,,,KG,923452,2092994,2.266489217,-2092994,-2.266489217,-1,-1
2005,4,4,847740900,847740,84,,,,,KG,799662,2233784,2.793410216,-2233784,-2.793410216,-1,-1
2006,4,4,847740900,847740,84,,,,,KG,682156,2439558,3.576246489,-2439558,-3.576246489,-1,-1
