year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,diff_ratio,average_value,average_ratio
2012,6,1,830790000,830790,83,KG,409778,287977,0.702763448,KG,14365,69809,4.859658893,218168,0.609772322,-4.156895446,-0.74731748
2013,6,1,830790000,830790,83,KG,556299,432929,0.778230772,KG,16397,96412,5.879856071,336517,0.635728198,-5.1016253,-0.766229913
2014,6,1,830790000,830790,83,KG,443504,360063,0.811859645,KG,6769,51445,7.600088639,308618,0.749968409,-6.788228994,-0.806974647
1994,7,3,840732000,840732,84,KG,591,899,1.521150592,,,,,899,1,1.521150592,1
1995,7,3,840732000,840732,84,KG,290,471,1.624137931,,,,,471,1,1.624137931,1
1996,7,3,840732000,840732,84,KG,75,206,2.746666667,,,,,206,1,2.746666667,1
1997,7,3,840732000,840732,84,KG,662,1561,2.358006042,,,,,1561,1,2.358006042,1
1998,7,3,840732000,840732,84,KG,840,2211,2.632142857,,,,,2211,1,2.632142857,1
1999,7,3,840732000,840732,84,KG,1630,3084,1.89202454,,,,,3084,1,1.89202454,1
2000,7,3,840732000,840732,84,KG,560,1654,2.953571429,,,,,1654,1,2.953571429,1
2001,7,3,840732000,840732,84,KG,37175,18316,0.492696705,,,,,18316,1,0.492696705,1
2002,7,3,840732000,840732,84,KG,656,5764,8.786585366,,,,,5764,1,8.786585366,1
2003,7,3,840732000,840732,84,KG,1015,898,0.884729064,,,,,898,1,0.884729064,1
2004,7,3,840732000,840732,84,KG,13293,12074,0.9082976,,,,,12074,1,0.9082976,1
2005,7,3,840732000,840732,84,KG,954814,1008655,1.056388993,,,,,1008655,1,1.056388993,1
2006,7,3,840732000,840732,84,KG,83180,61325,0.737256552,,,,,61325,1,0.737256552,1
2007,7,3,840732000,840732,84,KG,107732,73988,0.686778302,,,,,73988,1,0.686778302,1
2008,7,3,840732000,840732,84,KG,123611,97035,0.785002953,,,,,97035,1,0.785002953,1
2009,7,3,840732000,840732,84,KG,71782,48037,0.669206765,,,,,48037,1,0.669206765,1
2010,7,3,840732000,840732,84,KG,206353,169465,0.821238363,,,,,169465,1,0.821238363,1
2011,7,3,840732000,840732,84,KG,137431,70473,0.512788236,,,,,70473,1,0.512788236,1
2012,7,3,840732000,840732,84,KG,70212,37124,0.528741526,,,,,37124,1,0.528741526,1
2013,7,3,840732000,840732,84,KG,91932,62554,0.680437715,,,,,62554,1,0.680437715,1
2014,7,3,840732000,840732,84,KG,85086,64260,0.755235879,,,,,64260,1,0.755235879,1
1994,7,3,840732100,840732,84,,,,,KG,8193332,15796284,1.927943845,-15796284,-1,-1.927943845,-1
1995,7,3,840732100,840732,84,,,,,KG,8403005,15690354,1.867231306,-15690354,-1,-1.867231306,-1
1996,7,3,840732100,840732,84,,,,,KG,6689534,12913998,1.930477968,-12913998,-1,-1.930477968,-1
1997,7,3,840732100,840732,84,,,,,KG,4912610,10754003,2.189061008,-10754003,-1,-2.189061008,-1
1998,7,3,840732100,840732,84,,,,,KG,3630700,8134126,2.240374033,-8134126,-1,-2.240374033,-1
1999,7,3,840732100,840732,84,,,,,KG,1472470,2875983,1.953169165,-2875983,-1,-1.953169165,-1
2000,7,3,840732100,840732,84,,,,,KG,833695,1349339,1.618504369,-1349339,-1,-1.618504369,-1
2001,7,3,840732100,840732,84,,,,,KG,270997,526279,1.942010428,-526279,-1,-1.942010428,-1
2002,7,3,840732100,840732,84,,,,,KG,72926,100081,1.372363766,-100081,-1,-1.372363766,-1
2003,7,3,840732100,840732,84,,,,,KG,14170,2568,0.181227946,-2568,-1,-0.181227946,-1
2007,7,3,840732100,840732,84,,,,,KG,8920,1216,0.13632287,-1216,-1,-0.13632287,-1
2008,7,3,840732100,840732,84,,,,,KG,5520,532,0.096376812,-532,-1,-0.096376812,-1
2009,7,3,840732100,840732,84,,,,,KG,4510,227,0.050332594,-227,-1,-0.050332594,-1
2011,7,3,840732100,840732,84,,,,,KG,3106,217,0.069864778,-217,-1,-0.069864778,-1
1995,7,3,840732900,840732,84,,,,,KG,250,1881,7.524,-1881,-1,-7.524,-1
1997,7,3,840732900,840732,84,,,,,KG,440,1792,4.072727273,-1792,-1,-4.072727273,-1
1999,7,3,840732900,840732,84,,,,,KG,324,1280,3.950617284,-1280,-1,-3.950617284,-1
2000,7,3,840732900,840732,84,,,,,KG,75,342,4.56,-342,-1,-4.56,-1
2001,7,3,840732900,840732,84,,,,,KG,109,430,3.944954128,-430,-1,-3.944954128,-1
2003,7,3,840732900,840732,84,,,,,KG,880,1410,1.602272727,-1410,-1,-1.602272727,-1
2005,7,3,840732900,840732,84,,,,,KG,840,1212,1.442857143,-1212,-1,-1.442857143,-1
2006,7,3,840732900,840732,84,,,,,KG,4600,1579,0.34326087,-1579,-1,-0.34326087,-1
2007,7,3,840732900,840732,84,,,,,KG,3215,5241,1.630171073,-5241,-1,-1.630171073,-1
2009,7,3,840732900,840732,84,,,,,KG,520,1017,1.955769231,-1017,-1,-1.955769231,-1
2014,7,3,840732900,840732,84,,,,,KG,60,261,4.35,-261,-1,-4.35,-1
1994,7,2,840991010,840991,84,KG,65045,25681,0.394818971,,,,,25681,1,0.394818971,1
1995,7,2,840991010,840991,84,KG,65384,46348,0.708858436,,,,,46348,1,0.708858436,1
1996,7,2,840991010,840991,84,KG,1203066,326790,0.271630983,,,,,326790,1,0.271630983,1
1997,7,2,840991010,840991,84,KG,2021600,826648,0.408907796,,,,,826648,1,0.408907796,1
1998,7,2,840991010,840991,84,KG,2315342,1036344,0.44759867,,,,,1036344,1,0.44759867,1
1999,7,2,840991010,840991,84,KG,3428403,2070555,0.603941544,,,,,2070555,1,0.603941544,1
2000,7,2,840991010,840991,84,KG,3217743,1636725,0.508656223,,,,,1636725,1,0.508656223,1
2001,7,2,840991010,840991,84,KG,4076114,2058803,0.505089652,,,,,2058803,1,0.505089652,1
2002,7,2,840991010,840991,84,KG,4488743,2728340,0.607818269,,,,,2728340,1,0.607818269,1
2003,7,2,840991010,840991,84,KG,4914940,2873406,0.584626872,,,,,2873406,1,0.584626872,1
2004,7,2,840991010,840991,84,KG,4506409,3542662,0.786138586,,,,,3542662,1,0.786138586,1
2005,7,2,840991010,840991,84,KG,5277349,4836444,0.916453318,,,,,4836444,1,0.916453318,1
2006,7,2,840991010,840991,84,KG,8922599,9000321,1.008710691,,,,,9000321,1,1.008710691,1
2007,7,2,840991010,840991,84,KG,12128579,12934227,1.066425589,,,,,12934227,1,1.066425589,1
2008,7,2,840991010,840991,84,KG,14602170,14217909,0.973684665,,,,,14217909,1,0.973684665,1
2009,7,2,840991010,840991,84,KG,7717670,8672082,1.123665821,,,,,8672082,1,1.123665821,1
2010,7,2,840991010,840991,84,KG,13293566,10955530,0.824122737,,,,,10955530,1,0.824122737,1
2011,7,2,840991010,840991,84,KG,18498075,11720268,0.633593928,,,,,11720268,1,0.633593928,1
2012,7,2,840991010,840991,84,KG,26223534,14432779,0.550375056,,,,,14432779,1,0.550375056,1
2013,7,2,840991010,840991,84,KG,22499634,19500125,0.86668632,,,,,19500125,1,0.86668632,1
2014,7,2,840991010,840991,84,KG,18938369,28349274,1.496922676,,,,,28349274,1,1.496922676,1
1994,7,2,840991090,840991,84,KG,4524,13754,3.040229885,,,,,13754,1,3.040229885,1
1995,7,2,840991090,840991,84,KG,81929,204023,2.490241551,,,,,204023,1,2.490241551,1
1996,7,2,840991090,840991,84,KG,155182,210953,1.359390909,,,,,210953,1,1.359390909,1
1997,7,2,840991090,840991,84,KG,157238,306003,1.946113535,,,,,306003,1,1.946113535,1
1998,7,2,840991090,840991,84,KG,570918,577008,1.010667031,,,,,577008,1,1.010667031,1
1999,7,2,840991090,840991,84,KG,751535,741058,0.986059199,,,,,741058,1,0.986059199,1
2000,7,2,840991090,840991,84,KG,674949,612710,0.907787107,,,,,612710,1,0.907787107,1
2001,7,2,840991090,840991,84,KG,611326,698580,1.142729084,,,,,698580,1,1.142729084,1
2002,7,2,840991090,840991,84,KG,924864,1314119,1.420878097,,,,,1314119,1,1.420878097,1
2003,7,2,840991090,840991,84,KG,932055,1219815,1.308737145,,,,,1219815,1,1.308737145,1
2004,7,2,840991090,840991,84,KG,828118,858692,1.036919859,,,,,858692,1,1.036919859,1
2005,7,2,840991090,840991,84,KG,1243023,1124419,0.904584227,,,,,1124419,1,0.904584227,1
2006,7,2,840991090,840991,84,KG,1554863,1531700,0.985102868,,,,,1531700,1,0.985102868,1
2007,7,2,840991090,840991,84,KG,2107275,2264987,1.074841679,,,,,2264987,1,1.074841679,1
2008,7,2,840991090,840991,84,KG,3906086,3747768,0.95946889,,,,,3747768,1,0.95946889,1
2009,7,2,840991090,840991,84,KG,2819344,2505920,0.888830877,,,,,2505920,1,0.888830877,1
2010,7,2,840991090,840991,84,KG,3788482,3403298,0.898327615,,,,,3403298,1,0.898327615,1
2011,7,2,840991090,840991,84,KG,5476112,4080798,0.745199879,,,,,4080798,1,0.745199879,1
2012,7,2,840991090,840991,84,KG,4844105,4012179,0.828260122,,,,,4012179,1,0.828260122,1
2013,7,2,840991090,840991,84,KG,4658589,4977730,1.068505936,,,,,4977730,1,1.068505936,1
2014,7,2,840991090,840991,84,KG,4936631,5250410,1.063561364,,,,,5250410,1,1.063561364,1
1994,7,2,840991100,840991,84,,,,,KG,9530248,15860439,1.664221015,-15860439,-1,-1.664221015,-1
1995,7,2,840991100,840991,84,,,,,KG,11457835,19462691,1.698635999,-19462691,-1,-1.698635999,-1
1996,7,2,840991100,840991,84,,,,,KG,10748739,18390436,1.71093893,-18390436,-1,-1.71093893,-1
1997,7,2,840991100,840991,84,,,,,KG,12859545,20066261,1.560417651,-20066261,-1,-1.560417651,-1
1998,7,2,840991100,840991,84,,,,,KG,7625119,14174642,1.858940431,-14174642,-1,-1.858940431,-1
1999,7,2,840991100,840991,84,,,,,KG,8092942,18509917,2.28716788,-18509917,-1,-2.28716788,-1
2000,7,2,840991100,840991,84,,,,,KG,7514305,12782178,1.701045938,-12782178,-1,-1.701045938,-1
2001,7,2,840991100,840991,84,,,,,KG,7579846,14470977,1.909138655,-14470977,-1,-1.909138655,-1
2002,7,2,840991100,840991,84,,,,,KG,11426931,21295028,1.863582444,-21295028,-1,-1.863582444,-1
2003,7,2,840991100,840991,84,,,,,KG,25823540,39468999,1.528411635,-39468999,-1,-1.528411635,-1
2004,7,2,840991100,840991,84,,,,,KG,28691567,42770562,1.490701501,-42770562,-1,-1.490701501,-1
2005,7,2,840991100,840991,84,,,,,KG,21449617,38024193,1.772721303,-38024193,-1,-1.772721303,-1
2006,7,2,840991100,840991,84,,,,,KG,37928265,64845187,1.70967976,-64845187,-1,-1.70967976,-1
2007,7,2,840991100,840991,84,,,,,KG,35340800,67393252,1.90695321,-67393252,-1,-1.90695321,-1
2008,7,2,840991100,840991,84,,,,,KG,34473191,66167648,1.919394349,-66167648,-1,-1.919394349,-1
2009,7,2,840991100,840991,84,,,,,KG,46808447,77834098,1.662821627,-77834098,-1,-1.662821627,-1
2010,7,2,840991100,840991,84,,,,,KG,60835471,97952020,1.610113613,-97952020,-1,-1.610113613,-1
2011,7,2,840991100,840991,84,,,,,KG,51547965,89994323,1.745836582,-89994323,-1,-1.745836582,-1
2012,7,2,840991100,840991,84,,,,,KG,42229504,69807208,1.653043521,-69807208,-1,-1.653043521,-1
2013,7,2,840991100,840991,84,,,,,KG,44926185,83890792,1.867302821,-83890792,-1,-1.867302821,-1
2014,7,2,840991100,840991,84,,,,,KG,36244099,77324615,2.133440122,-77324615,-1,-2.133440122,-1
1994,7,2,840991200,840991,84,,,,,KG,7597,29210,3.844938792,-29210,-1,-3.844938792,-1
1995,7,2,840991200,840991,84,,,,,KG,25983,47542,1.829734827,-47542,-1,-1.829734827,-1
1996,7,2,840991200,840991,84,,,,,KG,24400,97674,4.003032787,-97674,-1,-4.003032787,-1
1997,7,2,840991200,840991,84,,,,,KG,15336,92831,6.053142932,-92831,-1,-6.053142932,-1
1998,7,2,840991200,840991,84,,,,,KG,11892,40530,3.408173562,-40530,-1,-3.408173562,-1
1999,7,2,840991200,840991,84,,,,,KG,7885,38623,4.898287888,-38623,-1,-4.898287888,-1
2000,7,2,840991200,840991,84,,,,,KG,28884,76529,2.649529151,-76529,-1,-2.649529151,-1
2001,7,2,840991200,840991,84,,,,,KG,40897,124662,3.048194244,-124662,-1,-3.048194244,-1
2002,7,2,840991200,840991,84,,,,,KG,74875,131397,1.754884808,-131397,-1,-1.754884808,-1
2003,7,2,840991200,840991,84,,,,,KG,20229,86461,4.274111424,-86461,-1,-4.274111424,-1
2004,7,2,840991200,840991,84,,,,,KG,100962,157312,1.558130782,-157312,-1,-1.558130782,-1
2005,7,2,840991200,840991,84,,,,,KG,84119,228039,2.710909545,-228039,-1,-2.710909545,-1
2006,7,2,840991200,840991,84,,,,,KG,152047,465394,3.060856183,-465394,-1,-3.060856183,-1
2007,7,2,840991200,840991,84,,,,,KG,116762,299829,2.567864545,-299829,-1,-2.567864545,-1
2008,7,2,840991200,840991,84,,,,,KG,148599,355655,2.393387573,-355655,-1,-2.393387573,-1
2009,7,2,840991200,840991,84,,,,,KG,71961,205591,2.856978085,-205591,-1,-2.856978085,-1
2010,7,2,840991200,840991,84,,,,,KG,92935,221669,2.385204713,-221669,-1,-2.385204713,-1
2011,7,2,840991200,840991,84,,,,,KG,60812,229014,3.765934355,-229014,-1,-3.765934355,-1
2012,7,2,840991200,840991,84,,,,,KG,71194,220989,3.104039666,-220989,-1,-3.104039666,-1
2013,7,2,840991200,840991,84,,,,,KG,66225,421696,6.367625519,-421696,-1,-6.367625519,-1
2014,7,2,840991200,840991,84,,,,,KG,105274,620133,5.890656762,-620133,-1,-5.890656762,-1
1994,7,2,840991900,840991,84,,,,,KG,852,6862,8.05399061,-6862,-1,-8.05399061,-1
1995,7,2,840991900,840991,84,,,,,KG,7496,38766,5.171558164,-38766,-1,-5.171558164,-1
1996,7,2,840991900,840991,84,,,,,KG,39139,131266,3.353841437,-131266,-1,-3.353841437,-1
1997,7,2,840991900,840991,84,,,,,KG,64349,254111,3.948950256,-254111,-1,-3.948950256,-1
1998,7,2,840991900,840991,84,,,,,KG,24922,67613,2.712984512,-67613,-1,-2.712984512,-1
1999,7,2,840991900,840991,84,,,,,KG,80526,173492,2.154484266,-173492,-1,-2.154484266,-1
2000,7,2,840991900,840991,84,,,,,KG,83742,250860,2.995629433,-250860,-1,-2.995629433,-1
2001,7,2,840991900,840991,84,,,,,KG,95259,297301,3.120975446,-297301,-1,-3.120975446,-1
2002,7,2,840991900,840991,84,,,,,KG,212319,612620,2.885375308,-612620,-1,-2.885375308,-1
2003,7,2,840991900,840991,84,,,,,KG,292381,1023289,3.499847801,-1023289,-1,-3.499847801,-1
2004,7,2,840991900,840991,84,,,,,KG,841872,1600188,1.900749758,-1600188,-1,-1.900749758,-1
2005,7,2,840991900,840991,84,,,,,KG,1243466,2162264,1.738900782,-2162264,-1,-1.738900782,-1
2006,7,2,840991900,840991,84,,,,,KG,1466319,3172073,2.163289843,-3172073,-1,-2.163289843,-1
2007,7,2,840991900,840991,84,,,,,KG,1334421,3428316,2.569141223,-3428316,-1,-2.569141223,-1
2008,7,2,840991900,840991,84,,,,,KG,1947045,3485018,1.789901107,-3485018,-1,-1.789901107,-1
2009,7,2,840991900,840991,84,,,,,KG,1078502,1611162,1.493888746,-1611162,-1,-1.493888746,-1
2010,7,2,840991900,840991,84,,,,,KG,1219352,2065753,1.694140002,-2065753,-1,-1.694140002,-1
2011,7,2,840991900,840991,84,,,,,KG,1408187,2221649,1.577666176,-2221649,-1,-1.577666176,-1
2012,7,2,840991900,840991,84,,,,,KG,775849,1856103,2.392350831,-1856103,-1,-2.392350831,-1
2013,7,2,840991900,840991,84,,,,,KG,729534,2420295,3.317590407,-2420295,-1,-3.317590407,-1
2014,7,2,840991900,840991,84,,,,,KG,806729,2726821,3.380095422,-2726821,-1,-3.380095422,-1
1994,4,1,840999010,840999,84,KG,62277,21900,0.351654704,,,,,21900,1,0.351654704,1
1995,4,1,840999010,840999,84,KG,98994,41311,0.41730812,,,,,41311,1,0.41730812,1
1996,4,1,840999010,840999,84,KG,356864,79797,0.223606192,,,,,79797,1,0.223606192,1
1997,4,1,840999010,840999,84,KG,1528042,279125,0.182668408,,,,,279125,1,0.182668408,1
1998,4,1,840999010,840999,84,KG,2490157,486670,0.195437476,,,,,486670,1,0.195437476,1
1999,4,1,840999010,840999,84,KG,1490832,268966,0.180413353,,,,,268966,1,0.180413353,1
2000,4,1,840999010,840999,84,KG,1263820,251489,0.198991154,,,,,251489,1,0.198991154,1
2001,4,1,840999010,840999,84,KG,1976778,400427,0.202565488,,,,,400427,1,0.202565488,1
2002,4,1,840999010,840999,84,KG,1394454,387560,0.27792957,,,,,387560,1,0.27792957,1
2003,4,1,840999010,840999,84,KG,2433638,576784,0.237004846,,,,,576784,1,0.237004846,1
2004,4,1,840999010,840999,84,KG,5316393,1231350,0.231613803,,,,,1231350,1,0.231613803,1
2005,4,1,840999010,840999,84,KG,7195083,2661419,0.369894135,,,,,2661419,1,0.369894135,1
2006,4,1,840999010,840999,84,KG,10677501,3842050,0.359826705,,,,,3842050,1,0.359826705,1
2007,4,1,840999010,840999,84,KG,13133675,5863154,0.446421432,,,,,5863154,1,0.446421432,1
2008,4,1,840999010,840999,84,KG,16621660,7041953,0.423661235,,,,,7041953,1,0.423661235,1
2009,4,1,840999010,840999,84,KG,4869525,3048833,0.626104805,,,,,3048833,1,0.626104805,1
2010,4,1,840999010,840999,84,KG,6225149,3367557,0.540960064,,,,,3367557,1,0.540960064,1
2011,4,1,840999010,840999,84,KG,6258633,4219480,0.674185561,,,,,4219480,1,0.674185561,1
2012,4,1,840999010,840999,84,KG,7304548,5063122,0.693146516,,,,,5063122,1,0.693146516,1
2013,4,1,840999010,840999,84,KG,9848797,6787421,0.689162443,,,,,6787421,1,0.689162443,1
2014,4,1,840999010,840999,84,KG,9811993,9307853,0.94862002,,,,,9307853,1,0.94862002,1
1994,4,1,840999090,840999,84,KG,257730,62500,0.242501843,,,,,62500,1,0.242501843,1
1995,4,1,840999090,840999,84,KG,1592503,241036,0.151356701,,,,,241036,1,0.151356701,1
1996,4,1,840999090,840999,84,KG,4320032,838351,0.194061294,,,,,838351,1,0.194061294,1
1997,4,1,840999090,840999,84,KG,4270976,947576,0.221864042,,,,,947576,1,0.221864042,1
1998,4,1,840999090,840999,84,KG,3208326,805997,0.251220418,,,,,805997,1,0.251220418,1
1999,4,1,840999090,840999,84,KG,2482526,523577,0.210904941,,,,,523577,1,0.210904941,1
2000,4,1,840999090,840999,84,KG,2970436,628996,0.211752079,,,,,628996,1,0.211752079,1
2001,4,1,840999090,840999,84,KG,4009214,1042450,0.260013559,,,,,1042450,1,0.260013559,1
2002,4,1,840999090,840999,84,KG,4718030,1365647,0.289452801,,,,,1365647,1,0.289452801,1
2003,4,1,840999090,840999,84,KG,5338688,1438989,0.26953982,,,,,1438989,1,0.26953982,1
2004,4,1,840999090,840999,84,KG,10870916,2453510,0.225694872,,,,,2453510,1,0.225694872,1
2005,4,1,840999090,840999,84,KG,15400280,3645742,0.236732189,,,,,3645742,1,0.236732189,1
2006,4,1,840999090,840999,84,KG,17790132,4722031,0.26542979,,,,,4722031,1,0.26542979,1
2007,4,1,840999090,840999,84,KG,24486472,6764358,0.276248779,,,,,6764358,1,0.276248779,1
2008,4,1,840999090,840999,84,KG,24548595,7551856,0.307628848,,,,,7551856,1,0.307628848,1
2009,4,1,840999090,840999,84,KG,15620865,4366274,0.279515507,,,,,4366274,1,0.279515507,1
2010,4,1,840999090,840999,84,KG,21873082,5633489,0.257553508,,,,,5633489,1,0.257553508,1
2011,4,1,840999090,840999,84,KG,26816010,6675785,0.248947737,,,,,6675785,1,0.248947737,1
2012,4,1,840999090,840999,84,KG,25382478,6805877,0.268132883,,,,,6805877,1,0.268132883,1
2013,4,1,840999090,840999,84,KG,15282179,5649906,0.369705524,,,,,5649906,1,0.369705524,1
2014,4,1,840999090,840999,84,KG,17363350,7029382,0.404840195,,,,,7029382,1,0.404840195,1
1994,4,1,840999100,840999,84,,,,,KG,2822427,3320319,1.176405625,-3320319,-1,-1.176405625,-1
1995,4,1,840999100,840999,84,,,,,KG,3036608,3438415,1.132320998,-3438415,-1,-1.132320998,-1
1996,4,1,840999100,840999,84,,,,,KG,3531546,4910442,1.390451094,-4910442,-1,-1.390451094,-1
1997,4,1,840999100,840999,84,,,,,KG,1844709,3836550,2.079758921,-3836550,-1,-2.079758921,-1
1998,4,1,840999100,840999,84,,,,,KG,1927794,3583724,1.858976633,-3583724,-1,-1.858976633,-1
1999,4,1,840999100,840999,84,,,,,KG,1832053,3552695,1.939187895,-3552695,-1,-1.939187895,-1
2000,4,1,840999100,840999,84,,,,,KG,1593108,2935102,1.842374779,-2935102,-1,-1.842374779,-1
2001,4,1,840999100,840999,84,,,,,KG,1560064,2823113,1.80961358,-2823113,-1,-1.80961358,-1
2002,4,1,840999100,840999,84,,,,,KG,2416133,4265660,1.765490559,-4265660,-1,-1.765490559,-1
2003,4,1,840999100,840999,84,,,,,KG,2167328,4323148,1.994690236,-4323148,-1,-1.994690236,-1
2004,4,1,840999100,840999,84,,,,,KG,4045652,6645453,1.642616073,-6645453,-1,-1.642616073,-1
2005,4,1,840999100,840999,84,,,,,KG,2356536,4107493,1.743021537,-4107493,-1,-1.743021537,-1
2006,4,1,840999100,840999,84,,,,,KG,3307745,5170902,1.56327105,-5170902,-1,-1.56327105,-1
2007,4,1,840999100,840999,84,,,,,KG,3548089,7420144,2.09130718,-7420144,-1,-2.09130718,-1
2008,4,1,840999100,840999,84,,,,,KG,4158489,9162091,2.203225979,-9162091,-1,-2.203225979,-1
2009,4,1,840999100,840999,84,,,,,KG,4080565,7670103,1.879666909,-7670103,-1,-1.879666909,-1
2010,4,1,840999100,840999,84,,,,,KG,9272733,13357331,1.440495591,-13357331,-1,-1.440495591,-1
2011,4,1,840999100,840999,84,,,,,KG,8417220,12849470,1.526569342,-12849470,-1,-1.526569342,-1
2012,4,1,840999100,840999,84,,,,,KG,6573350,10389401,1.58053367,-10389401,-1,-1.58053367,-1
2013,4,1,840999100,840999,84,,,,,KG,4825330,11587994,2.40149254,-11587994,-1,-2.40149254,-1
2014,4,1,840999100,840999,84,,,,,KG,4202204,11261471,2.679896312,-11261471,-1,-2.679896312,-1
1994,4,1,840999200,840999,84,,,,,KG,441511,964840,2.185313616,-964840,-1,-2.185313616,-1
1995,4,1,840999200,840999,84,,,,,KG,573982,1094982,1.907693969,-1094982,-1,-1.907693969,-1
1996,4,1,840999200,840999,84,,,,,KG,623355,1073843,1.722682901,-1073843,-1,-1.722682901,-1
1997,4,1,840999200,840999,84,,,,,KG,564514,956371,1.694149304,-956371,-1,-1.694149304,-1
1998,4,1,840999200,840999,84,,,,,KG,638906,1178958,1.845276144,-1178958,-1,-1.845276144,-1
1999,4,1,840999200,840999,84,,,,,KG,648786,933781,1.439274275,-933781,-1,-1.439274275,-1
2000,4,1,840999200,840999,84,,,,,KG,548131,914588,1.668557334,-914588,-1,-1.668557334,-1
2001,4,1,840999200,840999,84,,,,,KG,940115,1342395,1.427905097,-1342395,-1,-1.427905097,-1
2002,4,1,840999200,840999,84,,,,,KG,814543,1079079,1.324766157,-1079079,-1,-1.324766157,-1
2003,4,1,840999200,840999,84,,,,,KG,925688,1197957,1.294126099,-1197957,-1,-1.294126099,-1
2004,4,1,840999200,840999,84,,,,,KG,1370395,2152309,1.570575637,-2152309,-1,-1.570575637,-1
2005,4,1,840999200,840999,84,,,,,KG,1651429,2624350,1.589138861,-2624350,-1,-1.589138861,-1
2006,4,1,840999200,840999,84,,,,,KG,1997359,3602896,1.803829957,-3602896,-1,-1.803829957,-1
2007,4,1,840999200,840999,84,,,,,KG,4358550,5225605,1.198931984,-5225605,-1,-1.198931984,-1
2008,4,1,840999200,840999,84,,,,,KG,6723113,7276729,1.082345187,-7276729,-1,-1.082345187,-1
2009,4,1,840999200,840999,84,,,,,KG,5145711,5787805,1.124782367,-5787805,-1,-1.124782367,-1
2010,4,1,840999200,840999,84,,,,,KG,2936352,4511379,1.53638903,-4511379,-1,-1.53638903,-1
2011,4,1,840999200,840999,84,,,,,KG,4248649,5355594,1.260540468,-5355594,-1,-1.260540468,-1
2012,4,1,840999200,840999,84,,,,,KG,3498291,3974443,1.136109889,-3974443,-1,-1.136109889,-1
2013,4,1,840999200,840999,84,,,,,KG,5705700,6607320,1.158020926,-6607320,-1,-1.158020926,-1
2014,4,1,840999200,840999,84,,,,,KG,3659058,4832496,1.320694015,-4832496,-1,-1.320694015,-1
1994,4,1,840999900,840999,84,,,,,KG,53320,342344,6.420555139,-342344,-1,-6.420555139,-1
1995,4,1,840999900,840999,84,,,,,KG,56300,300058,5.329626998,-300058,-1,-5.329626998,-1
1996,4,1,840999900,840999,84,,,,,KG,68053,292578,4.299266748,-292578,-1,-4.299266748,-1
1997,4,1,840999900,840999,84,,,,,KG,39483,277611,7.031152648,-277611,-1,-7.031152648,-1
1998,4,1,840999900,840999,84,,,,,KG,67330,383343,5.693494727,-383343,-1,-5.693494727,-1
1999,4,1,840999900,840999,84,,,,,KG,109580,339477,3.097983209,-339477,-1,-3.097983209,-1
2000,4,1,840999900,840999,84,,,,,KG,140030,440187,3.143519246,-440187,-1,-3.143519246,-1
2001,4,1,840999900,840999,84,,,,,KG,121701,438843,3.605911209,-438843,-1,-3.605911209,-1
2002,4,1,840999900,840999,84,,,,,KG,377588,619350,1.640279882,-619350,-1,-1.640279882,-1
2003,4,1,840999900,840999,84,,,,,KG,809143,948236,1.171901629,-948236,-1,-1.171901629,-1
2004,4,1,840999900,840999,84,,,,,KG,348391,883409,2.535682609,-883409,-1,-2.535682609,-1
2005,4,1,840999900,840999,84,,,,,KG,861717,1228631,1.425794083,-1228631,-1,-1.425794083,-1
2006,4,1,840999900,840999,84,,,,,KG,1407971,1911980,1.35796831,-1911980,-1,-1.35796831,-1
2007,4,1,840999900,840999,84,,,,,KG,1527451,2554773,1.672572803,-2554773,-1,-1.672572803,-1
2008,4,1,840999900,840999,84,,,,,KG,5592699,7206500,1.288554954,-7206500,-1,-1.288554954,-1
2009,4,1,840999900,840999,84,,,,,KG,3350984,7728273,2.30626974,-7728273,-1,-2.30626974,-1
2010,4,1,840999900,840999,84,,,,,KG,3661993,8831144,2.41156769,-8831144,-1,-2.41156769,-1
2011,4,1,840999900,840999,84,,,,,KG,6379762,13652404,2.139955064,-13652404,-1,-2.139955064,-1
2012,4,1,840999900,840999,84,,,,,KG,2663240,5192449,1.949673706,-5192449,-1,-1.949673706,-1
2013,4,1,840999900,840999,84,,,,,KG,3829280,7164137,1.87088356,-7164137,-1,-1.87088356,-1
2014,4,1,840999900,840999,84,,,,,KG,2397500,3632679,1.515194578,-3632679,-1,-1.515194578,-1
1997,7,3,841012000,841012,84,,,,,KG,2061,13957,6.771955361,-13957,-1,-6.771955361,-1
2003,7,3,841012000,841012,84,,,,,KG,90,30712,341.2444444,-30712,-1,-341.2444444,-1
2008,7,3,841012000,841012,84,,,,,KG,4800,23280,4.85,-23280,-1,-4.85,-1
1995,7,3,841013000,841013,84,,,,,KG,510101,749375,1.469071811,-749375,-1,-1.469071811,-1
1998,7,3,841013000,841013,84,,,,,KG,1114546,918714,0.824294376,-918714,-1,-0.824294376,-1
1999,7,3,841013000,841013,84,,,,,KG,588953,486402,0.825875749,-486402,-1,-0.825875749,-1
2001,7,3,841013000,841013,84,KG,18694,13041,0.697603509,,,,,13041,1,0.697603509,1
2002,7,3,841013000,841013,84,,,,,KG,440130,755547,1.716645082,-755547,-1,-1.716645082,-1
