year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,diff_ratio,average_value,average_ratio
2002,4,4,902780019,902780,90,KG,4034,45771,11.3463064,,,,,45771,1,11.3463064,1
2003,4,4,902780019,902780,90,KG,6797,133862,19.69427689,,,,,133862,1,19.69427689,1
2003,4,4,902780019,902780,90,KG,27037,553091,20.45681843,,,,,553091,1,20.45681843,1
2004,4,4,902780019,902780,90,KG,30345,429781,14.16315703,,,,,429781,1,14.16315703,1
2005,4,4,902780019,902780,90,KG,32723,421722,12.88763255,,,,,421722,1,12.88763255,1
2006,4,4,902780019,902780,90,KG,27037,553091,20.45681843,,,,,553091,1,20.45681843,1
2007,4,4,902780019,902780,90,KG,34396,516102,15.00470985,,,,,516102,1,15.00470985,1
2008,4,4,902780019,902780,90,KG,38677,626750,16.20472115,,,,,626750,1,16.20472115,1
2009,4,4,902780019,902780,90,KG,44190,670942,15.18311835,,,,,670942,1,15.18311835,1
2010,4,4,902780019,902780,90,KG,80728,1452159,17.98829402,,,,,1452159,1,17.98829402,1
2011,4,4,902780019,902780,90,KG,61631,935381,15.17711866,,,,,935381,1,15.17711866,1
2012,4,4,902780019,902780,90,KG,54322,888421,16.35471816,,,,,888421,1,16.35471816,1
2013,4,4,902780019,902780,90,KG,89203,1271779,14.25713261,,,,,1271779,1,14.25713261,1
2014,4,4,902780019,902780,90,KG,107413,2201764,20.49811475,,,,,2201764,1,20.49811475,1
1996,4,4,902780090,902780,90,KG,1164,10831,9.304982818,,,,,10831,1,9.304982818,1
1997,4,4,902780090,902780,90,KG,413,6189,14.98547215,,,,,6189,1,14.98547215,1
1998,4,4,902780090,902780,90,KG,13,549,42.23076923,,,,,549,1,42.23076923,1
1999,4,4,902780090,902780,90,KG,47,1659,35.29787234,,,,,1659,1,35.29787234,1
2000,4,4,902780090,902780,90,KG,162,1630,10.0617284,,,,,1630,1,10.0617284,1
2001,4,4,902780090,902780,90,KG,416,2885,6.935096154,,,,,2885,1,6.935096154,1
2002,4,4,902780090,902780,90,KG,55,796,14.47272727,,,,,796,1,14.47272727,1
2003,4,4,902780090,902780,90,KG,2033,8739,4.298573537,,,,,8739,1,4.298573537,1
2003,4,4,902780090,902780,90,KG,1678,19276,11.4874851,,,,,19276,1,11.4874851,1
2004,4,4,902780090,902780,90,KG,2128,19210,9.027255639,,,,,19210,1,9.027255639,1
2005,4,4,902780090,902780,90,KG,4190,46840,11.17899761,,,,,46840,1,11.17899761,1
2006,4,4,902780090,902780,90,KG,1678,19276,11.4874851,,,,,19276,1,11.4874851,1
2007,4,4,902780090,902780,90,KG,856,9728,11.36448598,,,,,9728,1,11.36448598,1
2008,4,4,902780090,902780,90,KG,639,6683,10.45852895,,,,,6683,1,10.45852895,1
2009,4,4,902780090,902780,90,KG,1211,6469,5.341866226,,,,,6469,1,5.341866226,1
2010,4,4,902780090,902780,90,KG,348,4853,13.9454023,,,,,4853,1,13.9454023,1
2011,4,4,902780090,902780,90,KG,323,5167,15.99690402,,,,,5167,1,15.99690402,1
2012,4,4,902780090,902780,90,KG,1748,15441,8.833524027,,,,,15441,1,8.833524027,1
2013,4,4,902780090,902780,90,KG,3010,28472,9.459136213,,,,,28472,1,9.459136213,1
2014,4,4,902780090,902780,90,KG,5729,32727,5.712515273,,,,,32727,1,5.712515273,1
1995,4,4,902780091,902780,90,KG,96,1227,12.78125,,,,,1227,1,12.78125,1
1994,4,4,902780110,902780,90,,,,,KG,57026,1060230,18.59204573,-1060230,-1,-18.59204573,-1
1995,4,4,902780110,902780,90,,,,,KG,61078,894117,14.6389371,-894117,-1,-14.6389371,-1
1996,4,4,902780110,902780,90,,,,,KG,56036,1145526,20.44267971,-1145526,-1,-20.44267971,-1
1997,4,4,902780110,902780,90,,,,,KG,42955,866825,20.17983937,-866825,-1,-20.17983937,-1
1998,4,4,902780110,902780,90,,,,,KG,85837,1954467,22.76951664,-1954467,-1,-22.76951664,-1
1999,4,4,902780110,902780,90,,,,,KG,65306,1257065,19.2488439,-1257065,-1,-19.2488439,-1
2000,4,4,902780110,902780,90,,,,,KG,80302,1794305,22.34446216,-1794305,-1,-22.34446216,-1
2001,4,4,902780110,902780,90,,,,,KG,107523,2683979,24.96190582,-2683979,-1,-24.96190582,-1
2002,4,4,902780110,902780,90,,,,,KG,242103,5043194,20.83077864,-5043194,-1,-20.83077864,-1
2003,4,4,902780110,902780,90,,,,,KG,392256,7448388,18.98858908,-7448388,-1,-18.98858908,-1
2004,4,4,902780110,902780,90,,,,,KG,430557,8263938,19.19359806,-8263938,-1,-19.19359806,-1
2005,4,4,902780110,902780,90,,,,,KG,463555,8117462,17.51132444,-8117462,-1,-17.51132444,-1
2006,4,4,902780110,902780,90,,,,,KG,466783,9337586,20.00412611,-9337586,-1,-20.00412611,-1
2007,4,4,902780110,902780,90,,,,,KG,638159,11488854,18.00312148,-11488854,-1,-18.00312148,-1
2008,4,4,902780110,902780,90,,,,,KG,797955,12914529,16.18453296,-12914529,-1,-16.18453296,-1
2009,4,4,902780110,902780,90,,,,,KG,716373,10289843,14.36380629,-10289843,-1,-14.36380629,-1
2010,4,4,902780110,902780,90,,,,,KG,830744,12147158,14.62202315,-12147158,-1,-14.62202315,-1
2011,4,4,902780110,902780,90,,,,,KG,1041179,14175421,13.61477805,-14175421,-1,-13.61477805,-1
2012,4,4,902780110,902780,90,,,,,KG,975697,16519102,16.93056553,-16519102,-1,-16.93056553,-1
2013,4,4,902780110,902780,90,,,,,KG,857781,16645615,19.40543682,-16645615,-1,-19.40543682,-1
2014,4,4,902780110,902780,90,,,,,KG,1257838,22610395,17.97560179,-22610395,-1,-17.97560179,-1
2007,4,4,902780120,902780,90,,,,,KG,1,417,417,-417,-1,-417,-1
1994,4,4,902780190,902780,90,,,,,KG,38871,659093,16.95590543,-659093,-1,-16.95590543,-1
1995,4,4,902780190,902780,90,,,,,KG,43031,579907,13.47649369,-579907,-1,-13.47649369,-1
1996,4,4,902780190,902780,90,,,,,KG,61401,699498,11.39229003,-699498,-1,-11.39229003,-1
1997,4,4,902780190,902780,90,,,,,KG,33493,593537,17.72122533,-593537,-1,-17.72122533,-1
1998,4,4,902780190,902780,90,,,,,KG,23912,438017,18.31787387,-438017,-1,-18.31787387,-1
1999,4,4,902780190,902780,90,,,,,KG,33247,727131,21.87057479,-727131,-1,-21.87057479,-1
2000,4,4,902780190,902780,90,,,,,KG,40244,821489,20.41270748,-821489,-1,-20.41270748,-1
2001,4,4,902780190,902780,90,,,,,KG,40070,855254,21.343998,-855254,-1,-21.343998,-1
2002,4,4,902780190,902780,90,,,,,KG,98692,1553849,15.74442711,-1553849,-1,-15.74442711,-1
2003,4,4,902780190,902780,90,,,,,KG,117777,1556030,13.21166272,-1556030,-1,-13.21166272,-1
2004,4,4,902780190,902780,90,,,,,KG,105331,2390788,22.69785723,-2390788,-1,-22.69785723,-1
2005,4,4,902780190,902780,90,,,,,KG,81806,1805501,22.0705205,-1805501,-1,-22.0705205,-1
2006,4,4,902780190,902780,90,,,,,KG,94387,2411106,25.54489495,-2411106,-1,-25.54489495,-1
2007,4,4,902780190,902780,90,,,,,KG,89837,2525243,28.10916438,-2525243,-1,-28.10916438,-1
2008,4,4,902780190,902780,90,,,,,KG,102765,2830482,27.54324916,-2830482,-1,-27.54324916,-1
2009,4,4,902780190,902780,90,,,,,KG,63435,1694960,26.71963427,-1694960,-1,-26.71963427,-1
2010,4,4,902780190,902780,90,,,,,KG,78923,2430245,30.79260798,-2430245,-1,-30.79260798,-1
2011,4,4,902780190,902780,90,,,,,KG,124456,2789271,22.41170373,-2789271,-1,-22.41170373,-1
2012,4,4,902780190,902780,90,,,,,KG,104396,2413380,23.1175524,-2413380,-1,-23.1175524,-1
2013,4,4,902780190,902780,90,,,,,KG,153815,3018022,19.62111628,-3018022,-1,-19.62111628,-1
2014,4,4,902780190,902780,90,,,,,KG,185221,3399843,18.35560223,-3399843,-1,-18.35560223,-1
1994,4,4,902780910,902780,90,,,,,KG,2185,21170,9.688787185,-21170,-1,-9.688787185,-1
1995,4,4,902780910,902780,90,,,,,KG,1907,31190,16.35553225,-31190,-1,-16.35553225,-1
1996,4,4,902780910,902780,90,,,,,KG,2690,76073,28.27992565,-76073,-1,-28.27992565,-1
1997,4,4,902780910,902780,90,,,,,KG,1604,25575,15.94451372,-25575,-1,-15.94451372,-1
1998,4,4,902780910,902780,90,,,,,KG,2223,43648,19.63472785,-43648,-1,-19.63472785,-1
1999,4,4,902780910,902780,90,,,,,KG,9213,192250,20.86725279,-192250,-1,-20.86725279,-1
2000,4,4,902780910,902780,90,,,,,KG,21187,579595,27.3561618,-579595,-1,-27.3561618,-1
2001,4,4,902780910,902780,90,,,,,KG,1934,48059,24.84953464,-48059,-1,-24.84953464,-1
2002,4,4,902780910,902780,90,,,,,KG,4041,72465,17.93244246,-72465,-1,-17.93244246,-1
2003,4,4,902780910,902780,90,,,,,KG,4068,116093,28.53810226,-116093,-1,-28.53810226,-1
2004,4,4,902780910,902780,90,,,,,KG,3930,128280,32.64122137,-128280,-1,-32.64122137,-1
2005,4,4,902780910,902780,90,,,,,KG,2336,90484,38.73458904,-90484,-1,-38.73458904,-1
2006,4,4,902780910,902780,90,,,,,KG,1437,47126,32.7947112,-47126,-1,-32.7947112,-1
2007,4,4,902780910,902780,90,,,,,KG,2640,100358,38.01439394,-100358,-1,-38.01439394,-1
2008,4,4,902780910,902780,90,,,,,KG,2819,78010,27.67293366,-78010,-1,-27.67293366,-1
2009,4,4,902780910,902780,90,,,,,KG,3259,67575,20.734888,-67575,-1,-20.734888,-1
2010,4,4,902780910,902780,90,,,,,KG,2930,74558,25.44641638,-74558,-1,-25.44641638,-1
2011,4,4,902780910,902780,90,,,,,KG,3187,76706,24.06840289,-76706,-1,-24.06840289,-1
2012,4,4,902780910,902780,90,,,,,KG,524,14479,27.63167939,-14479,-1,-27.63167939,-1
2013,4,4,902780910,902780,90,,,,,KG,1655,45560,27.52870091,-45560,-1,-27.52870091,-1
2014,4,4,902780910,902780,90,,,,,KG,4165,91020,21.85354142,-91020,-1,-21.85354142,-1
1994,4,4,902780990,902780,90,,,,,KG,39742,523411,13.17022294,-523411,-1,-13.17022294,-1
1995,4,4,902780990,902780,90,,,,,KG,1320,32821,24.86439394,-32821,-1,-24.86439394,-1
1996,4,4,902780990,902780,90,,,,,KG,16622,135965,8.179821923,-135965,-1,-8.179821923,-1
1997,4,4,902780990,902780,90,,,,,KG,4668,115090,24.65509854,-115090,-1,-24.65509854,-1
1998,4,4,902780990,902780,90,,,,,KG,933,23115,24.77491961,-23115,-1,-24.77491961,-1
1999,4,4,902780990,902780,90,,,,,KG,881,22017,24.99091941,-22017,-1,-24.99091941,-1
2000,4,4,902780990,902780,90,,,,,KG,1436,28541,19.87534819,-28541,-1,-19.87534819,-1
2001,4,4,902780990,902780,90,,,,,KG,2958,67759,22.90703178,-67759,-1,-22.90703178,-1
2002,4,4,902780990,902780,90,,,,,KG,2908,61337,21.09250344,-61337,-1,-21.09250344,-1
2003,4,4,902780990,902780,90,,,,,KG,2033,50149,24.66748647,-50149,-1,-24.66748647,-1
2004,4,4,902780990,902780,90,,,,,KG,12993,155240,11.94797198,-155240,-1,-11.94797198,-1
2005,4,4,902780990,902780,90,,,,,KG,5193,103688,19.96687849,-103688,-1,-19.96687849,-1
2006,4,4,902780990,902780,90,,,,,KG,4652,94857,20.39058469,-94857,-1,-20.39058469,-1
2007,4,4,902780990,902780,90,,,,,KG,11962,146691,12.2630831,-146691,-1,-12.2630831,-1
2008,4,4,902780990,902780,90,,,,,KG,1161,56834,48.95262705,-56834,-1,-48.95262705,-1
2009,4,4,902780990,902780,90,,,,,KG,3257,95448,29.30549586,-95448,-1,-29.30549586,-1
2010,4,4,902780990,902780,90,,,,,KG,4424,55464,12.53707052,-55464,-1,-12.53707052,-1
2011,4,4,902780990,902780,90,,,,,KG,2485,105496,42.45311871,-105496,-1,-42.45311871,-1
2012,4,4,902780990,902780,90,,,,,KG,2478,115318,46.53672316,-115318,-1,-46.53672316,-1
2013,4,4,902780990,902780,90,,,,,KG,976,44781,45.88217213,-44781,-1,-45.88217213,-1
2014,4,4,902780990,902780,90,,,,,KG,1560,84643,54.25833333,-84643,-1,-54.25833333,-1
1994,4,4,902790010,902790,90,KG,519,2194,4.227360308,,,,,2194,1,4.227360308,1
1995,4,4,902790010,902790,90,KG,3004,51672,17.20106525,,,,,51672,1,17.20106525,1
1996,4,4,902790010,902790,90,KG,9871,150815,15.27859386,,,,,150815,1,15.27859386,1
1997,4,4,902790010,902790,90,KG,18864,221812,11.75848176,,,,,221812,1,11.75848176,1
1998,4,4,902790010,902790,90,KG,25037,314105,12.54563246,,,,,314105,1,12.54563246,1
1999,4,4,902790010,902790,90,KG,16545,171284,10.35261408,,,,,171284,1,10.35261408,1
2000,4,4,902790010,902790,90,KG,17055,139987,8.207974201,,,,,139987,1,8.207974201,1
2001,4,4,902790010,902790,90,KG,33492,272043,8.122626299,,,,,272043,1,8.122626299,1
2002,4,4,902790010,902790,90,KG,63926,417173,6.525873666,,,,,417173,1,6.525873666,1
2003,4,4,902790010,902790,90,KG,205879,872109,4.236026987,,,,,872109,1,4.236026987,1
2003,4,4,902790010,902790,90,KG,692891,3060971,4.417680414,,,,,3060971,1,4.417680414,1
2004,4,4,902790010,902790,90,KG,357869,1476476,4.125744337,,,,,1476476,1,4.125744337,1
2005,4,4,902790010,902790,90,KG,373709,1502283,4.01992727,,,,,1502283,1,4.01992727,1
2006,4,4,902790010,902790,90,KG,692891,3060971,4.417680414,,,,,3060971,1,4.417680414,1
2007,4,4,902790010,902790,90,KG,854353,3609239,4.224528971,,,,,3609239,1,4.224528971,1
2008,4,4,902790010,902790,90,KG,1107778,4194381,3.786301046,,,,,4194381,1,3.786301046,1
2009,4,4,902790010,902790,90,KG,1142311,4139174,3.623508834,,,,,4139174,1,3.623508834,1
2010,4,4,902790010,902790,90,KG,1481398,5477637,3.697613336,,,,,5477637,1,3.697613336,1
2011,4,4,902790010,902790,90,KG,1897977,6925252,3.648754437,,,,,6925252,1,3.648754437,1
2012,4,4,902790010,902790,90,KG,2070879,7896737,3.813229551,,,,,7896737,1,3.813229551,1
2013,4,4,902790010,902790,90,KG,1739835,8075025,4.641259085,,,,,8075025,1,4.641259085,1
2014,4,4,902790010,902790,90,KG,2530619,13143241,5.193686209,,,,,13143241,1,5.193686209,1
1995,4,4,902790090,902790,90,KG,60,367,6.116666667,,,,,367,1,6.116666667,1
1997,4,4,902790090,902790,90,KG,1144,4744,4.146853147,,,,,4744,1,4.146853147,1
1998,4,4,902790090,902790,90,KG,156,3174,20.34615385,,,,,3174,1,20.34615385,1
1999,4,4,902790090,902790,90,KG,357,4243,11.88515406,,,,,4243,1,11.88515406,1
2000,4,4,902790090,902790,90,KG,1035,11022,10.64927536,,,,,11022,1,10.64927536,1
2001,4,4,902790090,902790,90,KG,523,6818,13.03632887,,,,,6818,1,13.03632887,1
2002,4,4,902790090,902790,90,KG,714,11528,16.14565826,,,,,11528,1,16.14565826,1
2003,4,4,902790090,902790,90,KG,2535,26519,10.46114398,,,,,26519,1,10.46114398,1
2003,4,4,902790090,902790,90,KG,14786,124627,8.428716353,,,,,124627,1,8.428716353,1
2004,4,4,902790090,902790,90,KG,7313,63026,8.618350882,,,,,63026,1,8.618350882,1
2005,4,4,902790090,902790,90,KG,13475,111607,8.282523191,,,,,111607,1,8.282523191,1
2006,4,4,902790090,902790,90,KG,14786,124627,8.428716353,,,,,124627,1,8.428716353,1
2007,4,4,902790090,902790,90,KG,12693,127270,10.02678642,,,,,127270,1,10.02678642,1
2008,4,4,902790090,902790,90,KG,9646,88042,9.127306656,,,,,88042,1,9.127306656,1
2009,4,4,902790090,902790,90,KG,7471,53423,7.150716102,,,,,53423,1,7.150716102,1
2010,4,4,902790090,902790,90,KG,2747,44106,16.05606116,,,,,44106,1,16.05606116,1
2011,4,4,902790090,902790,90,KG,3085,31409,10.18119935,,,,,31409,1,10.18119935,1
2012,4,4,902790090,902790,90,KG,8745,62516,7.148770726,,,,,62516,1,7.148770726,1
2013,4,4,902790090,902790,90,KG,10567,104931,9.930065298,,,,,104931,1,9.930065298,1
2014,4,4,902790090,902790,90,KG,23540,324850,13.79991504,,,,,324850,1,13.79991504,1
1994,4,1,902790100,902790,90,,,,,KG,26604,384278,14.44436927,-384278,-1,-14.44436927,-1
1995,4,1,902790100,902790,90,,,,,KG,85177,358534,4.209281848,-358534,-1,-4.209281848,-1
1996,4,1,902790100,902790,90,,,,,KG,38045,499862,13.13870417,-499862,-1,-13.13870417,-1
1997,4,1,902790100,902790,90,,,,,KG,29877,452728,15.15306088,-452728,-1,-15.15306088,-1
1998,4,1,902790100,902790,90,,,,,KG,20626,414017,20.0725783,-414017,-1,-20.0725783,-1
1999,4,1,902790100,902790,90,,,,,KG,42354,659599,15.57347594,-659599,-1,-15.57347594,-1
2000,4,1,902790100,902790,90,,,,,KG,44367,905183,20.40216828,-905183,-1,-20.40216828,-1
2001,4,1,902790100,902790,90,,,,,KG,70485,1237961,17.5634674,-1237961,-1,-17.5634674,-1
2002,4,1,902790100,902790,90,,,,,KG,162486,1841494,11.33324717,-1841494,-1,-11.33324717,-1
2003,4,1,902790100,902790,90,,,,,KG,214164,2736869,12.77931398,-2736869,-1,-12.77931398,-1
2004,4,1,902790100,902790,90,,,,,KG,309333,3348409,10.82460972,-3348409,-1,-10.82460972,-1
2005,4,1,902790100,902790,90,,,,,KG,319240,4159498,13.02937602,-4159498,-1,-13.02937602,-1
2006,4,1,902790100,902790,90,,,,,KG,427965,5599398,13.08377554,-5599398,-1,-13.08377554,-1
2007,4,1,902790100,902790,90,,,,,KG,541000,7257658,13.41526433,-7257658,-1,-13.41526433,-1
2008,4,1,902790100,902790,90,,,,,KG,611646,8168002,13.35413295,-8168002,-1,-13.35413295,-1
2009,4,1,902790100,902790,90,,,,,KG,709403,9129415,12.86915195,-9129415,-1,-12.86915195,-1
2010,4,1,902790100,902790,90,,,,,KG,902815,11560605,12.80506527,-11560605,-1,-12.80506527,-1
2011,4,1,902790100,902790,90,,,,,KG,1053222,13480706,12.79949147,-13480706,-1,-12.79949147,-1
2012,4,1,902790100,902790,90,,,,,KG,1114126,15075716,13.53142822,-15075716,-1,-13.53142822,-1
2013,4,1,902790100,902790,90,,,,,KG,1234570,19543446,15.83016435,-19543446,-1,-15.83016435,-1
2014,4,1,902790100,902790,90,,,,,KG,1222584,22020239,18.01122786,-22020239,-1,-18.01122786,-1
1994,4,1,902790900,902790,90,,,,,KG,1715,13866,8.085131195,-13866,-1,-8.085131195,-1
1995,4,1,902790900,902790,90,,,,,KG,15352,45677,2.975312663,-45677,-1,-2.975312663,-1
1996,4,1,902790900,902790,90,,,,,KG,1113,19327,17.36477987,-19327,-1,-17.36477987,-1
1997,4,1,902790900,902790,90,,,,,KG,1009,18637,18.47076313,-18637,-1,-18.47076313,-1
1998,4,1,902790900,902790,90,,,,,KG,300,10544,35.14666667,-10544,-1,-35.14666667,-1
1999,4,1,902790900,902790,90,,,,,KG,1793,32809,18.2983826,-32809,-1,-18.2983826,-1
2000,4,1,902790900,902790,90,,,,,KG,916,28887,31.5360262,-28887,-1,-31.5360262,-1
2001,4,1,902790900,902790,90,,,,,KG,1556,41232,26.49871465,-41232,-1,-26.49871465,-1
2002,4,1,902790900,902790,90,,,,,KG,1955,50962,26.06751918,-50962,-1,-26.06751918,-1
2003,4,1,902790900,902790,90,,,,,KG,2105,45563,21.64513064,-45563,-1,-21.64513064,-1
2004,4,1,902790900,902790,90,,,,,KG,1126,20336,18.06039076,-20336,-1,-18.06039076,-1
2005,4,1,902790900,902790,90,,,,,KG,1442,43713,30.31414702,-43713,-1,-30.31414702,-1
2006,4,1,902790900,902790,90,,,,,KG,3716,103671,27.89854682,-103671,-1,-27.89854682,-1
2007,4,1,902790900,902790,90,,,,,KG,2918,134653,46.1456477,-134653,-1,-46.1456477,-1
2008,4,1,902790900,902790,90,,,,,KG,2922,109107,37.33983573,-109107,-1,-37.33983573,-1
2009,4,1,902790900,902790,90,,,,,KG,1781,60131,33.76249298,-60131,-1,-33.76249298,-1
2010,4,1,902790900,902790,90,,,,,KG,14604,194817,13.33997535,-194817,-1,-13.33997535,-1
2011,4,1,902790900,902790,90,,,,,KG,4377,111852,25.55448938,-111852,-1,-25.55448938,-1
2012,4,1,902790900,902790,90,,,,,KG,5323,204844,38.48281045,-204844,-1,-38.48281045,-1
2013,4,1,902790900,902790,90,,,,,KG,6332,319532,50.46304485,-319532,-1,-50.46304485,-1
2014,4,1,902790900,902790,90,,,,,KG,6064,215741,35.57734169,-215741,-1,-35.57734169,-1
1994,4,3,902810000,902810,90,,,,,KG,22975,27248,1.185984766,-27248,-1,-1.185984766,-1
1995,4,3,902810000,902810,90,,,,,KG,3080,13976,4.537662338,-13976,-1,-4.537662338,-1
1996,4,3,902810000,902810,90,,,,,KG,58994,98545,1.670424111,-98545,-1,-1.670424111,-1
1997,4,3,902810000,902810,90,,,,,KG,23564,48825,2.072016636,-48825,-1,-2.072016636,-1
1998,4,3,902810000,902810,90,,,,,KG,380840,113456,0.297909883,-113456,-1,-0.297909883,-1
1999,4,3,902810000,902810,90,KG,4603,7265,1.578318488,KG,563777,100366,0.17802429,-93101,-0.865001719,1.400294198,0.797278422
2000,4,3,902810000,902810,90,,,,,KG,693430,110561,0.159440751,-110561,-1,-0.159440751,-1
2001,4,3,902810000,902810,90,KG,463,2401,5.18574514,KG,562358,195735,0.348061199,-193334,-0.975764122,4.837683941,0.8742055
2002,4,3,902810000,902810,90,KG,8849,24683,2.789354729,KG,541429,171026,0.315878906,-146343,-0.747758151,2.473475824,0.796550635
2003,4,3,902810000,902810,90,KG,5736,21463,3.741806137,KG,392252,102689,0.261793439,-81226,-0.654246408,3.480012698,0.869220968
2003,4,3,902810000,902810,90,KG,11,269,24.45454545,,,,,269,1,24.45454545,1
2004,4,3,902810000,902810,90,,,,,KG,260201,92432,0.35523307,-92432,-1,-0.35523307,-1
2005,4,3,902810000,902810,90,KG,35,423,12.08571429,KG,151647,153222,1.010385962,-152799,-0.994493801,11.07532832,0.845696666
2006,4,3,902810000,902810,90,KG,11,269,24.45454545,KG,146084,472132,3.23192136,-471863,-0.998861137,21.22262409,0.766534215
2007,4,3,902810000,902810,90,KG,279,4247,15.22222222,KG,137086,212594,1.550807522,-208347,-0.960828441,13.6714147,0.815083197
2008,4,3,902810000,902810,90,KG,77,922,11.97402597,KG,8659,44472,5.135927936,-43550,-0.959377891,6.838098038,0.399656134
2009,4,3,902810000,902810,90,KG,3221,5722,1.776466936,KG,60553,41883,0.691675062,-36161,-0.759605083,1.084791874,0.439517611
2010,4,3,902810000,902810,90,,,,,KG,13133,78662,5.989644407,-78662,-1,-5.989644407,-1
2011,4,3,902810000,902810,90,,,,,KG,5358,58022,10.82904069,-58022,-1,-10.82904069,-1
2012,4,3,902810000,902810,90,KG,42,982,23.38095238,KG,9514,108084,11.36052134,-107102,-0.981992555,12.02043104,0.345996579
2013,4,3,902810000,902810,90,,,,,KG,35406,395408,11.16782466,-395408,-1,-11.16782466,-1
2014,4,3,902810000,902810,90,KG,80,2836,35.45,KG,40550,239706,5.911368681,-236870,-0.97661436,29.53863132,0.71415991
1994,4,3,902830000,902830,90,,,,,KG,334586,21494,0.064240584,-21494,-1,-0.064240584,-1
1995,4,3,902830000,902830,90,KG,6,250,41.66666667,KG,304717,15451,0.050706065,-15201,-0.968154895,41.6159606,0.997569067
1996,4,3,902830000,902830,90,,,,,KG,418,7033,16.82535885,-7033,-1,-16.82535885,-1
1997,4,3,902830000,902830,90,KG,521,1018,1.953934741,KG,152,5210,34.27631579,-4192,-0.673089274,-32.32238105,-0.892137939
1998,4,3,902830000,902830,90,KG,415,1557,3.751807229,KG,22369,3385,0.151325495,-1828,-0.369890732,3.600481734,0.922459467
1999,4,3,902830000,902830,90,KG,290,1183,4.079310345,KG,13507,5128,0.379654994,-3945,-0.625099033,3.699655351,0.829711619
2000,4,3,902830000,902830,90,,,,,KG,5884,8773,1.490992522,-8773,-1,-1.490992522,-1
2001,4,3,902830000,902830,90,KG,181,7137,39.43093923,KG,7893,10194,1.291524135,-3057,-0.176389129,38.13941509,0.936569449
