"","year","tech","type","HS","HS6","HS2","export_unit","export_num","export_value","export_average","import_unit","import_num","import_value","import_average","diff_value","average_value","diff_ratio","average_ratio"
"665",1995,3,4,842129090,842129,84,3,30732,7229,0.235227125,1,NA,NA,NA,7229,0.235227125,1,1
"666",1996,3,4,842129090,842129,84,3,42518,15640,0.367844207,1,NA,NA,NA,15640,0.367844207,1,1
"667",1997,3,4,842129090,842129,84,3,102772,46671,0.454121745,1,NA,NA,NA,46671,0.454121745,1,1
"668",1998,3,4,842129090,842129,84,3,2171,6161,2.837862736,1,NA,NA,NA,6161,2.837862736,1,1
"669",1999,3,4,842129090,842129,84,3,14882,19219,1.291425884,1,NA,NA,NA,19219,1.291425884,1,1
"670",2000,3,4,842129090,842129,84,3,58598,39051,0.666422062,1,NA,NA,NA,39051,0.666422062,1,1
"671",1994,8,4,842139000,842139,84,3,150996,134353,0.889778537,4,475886,1489772,3.130522856,-1355419,-2.240744319,-0.834553375,-0.557357297
"672",1995,8,4,842139000,842139,84,3,232321,252315,1.086061957,4,821610,1749440,2.12928275,-1497125,-1.043220792,-0.747906212,-0.324450685
"673",1996,8,4,842139000,842139,84,3,582769,601714,1.032508593,4,840843,2029254,2.413356596,-1427540,-1.380848003,-0.542591168,-0.400726067
"674",1997,8,4,842139000,842139,84,3,533432,731226,1.370795153,4,458428,1413995,3.084442922,-682769,-1.713647769,-0.318274434,-0.384636632
"675",1998,8,4,842139000,842139,84,3,2121757,838016,0.394963231,4,552040,2098638,3.801604956,-1260622,-3.406641725,-0.429271545,-0.811768467
"676",1999,8,4,842139000,842139,84,3,1349638,1071927,0.794232972,4,300334,1240915,4.131783281,-168988,-3.337550309,-0.073065086,-0.677535383
"677",2000,8,4,842139000,842139,84,3,899619,811315,0.901842891,4,522217,1523852,2.918043649,-712537,-2.016200757,-0.305133209,-0.527816922
"678",1995,4,4,842230010,842230,84,3,10700,21034,1.965794393,1,NA,NA,NA,21034,1.965794393,1,1
"679",1997,4,4,842230010,842230,84,3,3500,14444,4.126857143,1,NA,NA,NA,14444,4.126857143,1,1
"680",1994,4,4,842230020,842230,84,3,6820,18974,2.782111437,1,NA,NA,NA,18974,2.782111437,1,1
"681",1995,4,4,842230020,842230,84,3,15200,50415,3.316776316,1,NA,NA,NA,50415,3.316776316,1,1
"682",1998,4,4,842230020,842230,84,3,4505,20471,4.544062153,1,NA,NA,NA,20471,4.544062153,1,1
"683",1999,4,4,842230020,842230,84,3,6600,36091,5.468333333,1,NA,NA,NA,36091,5.468333333,1,1
"684",2000,4,4,842230020,842230,84,3,47300,216547,4.578160677,1,NA,NA,NA,216547,4.578160677,1,1
"685",1994,4,4,842230090,842230,84,3,8390,3736,0.445292014,1,NA,NA,NA,3736,0.445292014,1,1
"686",1995,4,4,842230090,842230,84,3,10870,24540,2.257589696,1,NA,NA,NA,24540,2.257589696,1,1
"687",1996,4,4,842230090,842230,84,3,29388,61770,2.101878318,1,NA,NA,NA,61770,2.101878318,1,1
"688",1997,4,4,842230090,842230,84,3,58394,126396,2.164537452,1,NA,NA,NA,126396,2.164537452,1,1
"689",1998,4,4,842230090,842230,84,3,61406,116496,1.897143602,1,NA,NA,NA,116496,1.897143602,1,1
"690",1999,4,4,842230090,842230,84,3,132392,377572,2.851924588,1,NA,NA,NA,377572,2.851924588,1,1
"691",2000,4,4,842230090,842230,84,3,89492,230943,2.580599383,1,NA,NA,NA,230943,2.580599383,1,1
"692",1994,4,4,842230100,842230,84,1,NA,NA,NA,4,176672,1289537,7.299045689,-1289537,-7.299045689,-1,-1
"693",1995,4,4,842230100,842230,84,1,NA,NA,NA,4,261942,1701895,6.497220759,-1701895,-6.497220759,-1,-1
"694",1996,4,4,842230100,842230,84,1,NA,NA,NA,4,352258,2283177,6.481547616,-2283177,-6.481547616,-1,-1
"695",1997,4,4,842230100,842230,84,1,NA,NA,NA,4,316435,1654032,5.227082971,-1654032,-5.227082971,-1,-1
"696",1998,4,4,842230100,842230,84,1,NA,NA,NA,4,94954,469382,4.943256735,-469382,-4.943256735,-1,-1
"697",1999,4,4,842230100,842230,84,1,NA,NA,NA,4,181565,917069,5.050912896,-917069,-5.050912896,-1,-1
"698",2000,4,4,842230100,842230,84,1,NA,NA,NA,4,72294,465861,6.443978753,-465861,-6.443978753,-1,-1
"699",1994,4,4,842230900,842230,84,1,NA,NA,NA,4,258480,1261124,4.87900031,-1261124,-4.87900031,-1,-1
"700",1995,4,4,842230900,842230,84,1,NA,NA,NA,4,240339,1390021,5.783584853,-1390021,-5.783584853,-1,-1
"701",1996,4,4,842230900,842230,84,1,NA,NA,NA,4,503300,2831932,5.626727598,-2831932,-5.626727598,-1,-1
"702",1997,4,4,842230900,842230,84,1,NA,NA,NA,4,346032,1165937,3.36944849,-1165937,-3.36944849,-1,-1
"703",1998,4,4,842230900,842230,84,1,NA,NA,NA,4,192830,976970,5.066483431,-976970,-5.066483431,-1,-1
"704",1999,4,4,842230900,842230,84,1,NA,NA,NA,4,317276,1724018,5.433811571,-1724018,-5.433811571,-1,-1
"705",2000,4,4,842230900,842230,84,1,NA,NA,NA,4,447182,2120904,4.742820597,-2120904,-4.742820597,-1,-1
"706",1994,4,4,842382000,842382,84,3,3222,4066,1.2619491,1,NA,NA,NA,4066,1.2619491,1,1
"707",1995,4,4,842382000,842382,84,3,1714,2553,1.48949825,1,NA,NA,NA,2553,1.48949825,1,1
"708",1996,4,4,842382000,842382,84,3,37213,48137,1.293553328,4,30391,133088,4.379191208,-84951,-3.08563788,-0.468759829,-0.54394092
"709",1997,4,4,842382000,842382,84,3,68442,72163,1.054367201,4,20310,41127,2.024963072,31036,-0.970595871,0.273951805,-0.315197067
"710",1998,4,4,842382000,842382,84,3,44860,55529,1.237828801,4,4645,30027,6.464370291,25502,-5.22654149,0.298073776,-0.678577823
"711",1999,4,4,842382000,842382,84,3,47380,63622,1.34280287,4,3356,16836,5.016686532,46786,-3.673883661,0.581495936,-0.577701043
"712",2000,4,4,842382000,842382,84,3,110404,144954,1.31294156,4,7220,30316,4.198891967,114638,-2.885950407,0.654065157,-0.523591722
"713",1994,4,4,842382100,842382,84,1,NA,NA,NA,4,3877,15174,3.913850916,-15174,-3.913850916,-1,-1
"714",1995,4,4,842382100,842382,84,1,NA,NA,NA,4,3539,23808,6.727324103,-23808,-6.727324103,-1,-1
"715",1994,4,4,842382900,842382,84,1,NA,NA,NA,4,7913,32099,4.056489321,-32099,-4.056489321,-1,-1
"716",1995,4,4,842382900,842382,84,1,NA,NA,NA,4,29679,118422,3.990094006,-118422,-3.990094006,-1,-1
"717",1994,1,4,842389000,842389,84,3,6980,921,0.131948424,1,NA,NA,NA,921,0.131948424,1,1
"718",1995,1,4,842389000,842389,84,3,110,472,4.290909091,1,NA,NA,NA,472,4.290909091,1,1
"719",1996,1,4,842389000,842389,84,1,NA,NA,NA,4,56991,159961,2.806776509,-159961,-2.806776509,-1,-1
"720",1997,1,4,842389000,842389,84,1,NA,NA,NA,4,13173,30846,2.341607834,-30846,-2.341607834,-1,-1
"721",1998,1,4,842389000,842389,84,1,NA,NA,NA,4,2239,19564,8.737829388,-19564,-8.737829388,-1,-1
"722",1999,1,4,842389000,842389,84,1,NA,NA,NA,4,3993,9306,2.330578512,-9306,-2.330578512,-1,-1
"723",2000,1,4,842389000,842389,84,1,NA,NA,NA,4,1354,7759,5.73042836,-7759,-5.73042836,-1,-1
"724",1994,1,4,842389100,842389,84,1,NA,NA,NA,4,6250,6157,0.98512,-6157,-0.98512,-1,-1
"725",1995,1,4,842389100,842389,84,1,NA,NA,NA,4,2879,18855,6.54914901,-18855,-6.54914901,-1,-1
"726",1994,1,4,842389900,842389,84,1,NA,NA,NA,4,1567,5646,3.603063178,-5646,-3.603063178,-1,-1
"727",1995,1,4,842389900,842389,84,1,NA,NA,NA,4,217813,515395,2.366226993,-515395,-2.366226993,-1,-1
"728",1994,7,2,842420000,842420,84,3,653,398,0.60949464,4,19061,102143,5.358742983,-101745,-4.749248343,-0.992237251,-0.795753896
"729",1995,7,2,842420000,842420,84,3,28267,32856,1.162344784,4,90270,458700,5.081422399,-425844,-3.919077616,-0.866318385,-0.627678371
"730",1996,7,2,842420000,842420,84,3,29069,27488,0.945612164,4,77273,586753,7.593247318,-559265,-6.647635154,-0.910497671,-0.778515581
"731",1997,7,2,842420000,842420,84,3,114284,92390,0.808424626,4,38163,128267,3.361030317,-35877,-2.552605691,-0.162591715,-0.612215679
"732",1998,7,2,842420000,842420,84,3,44999,34957,0.776839485,4,21669,116535,5.377959297,-81578,-4.601119811,-0.538497082,-0.747566245
"733",1999,7,2,842420000,842420,84,3,47508,63879,1.344594595,4,8311,53639,6.453976657,10240,-5.109382063,0.087135588,-0.655168992
"734",2000,7,2,842420000,842420,84,3,44184,52060,1.178254572,4,54946,300399,5.467167765,-248339,-4.288913193,-0.704589754,-0.645393622
"735",1994,4,3,842481000,842481,84,3,40690,23638,0.580928975,1,NA,NA,NA,23638,0.580928975,1,1
"736",1995,4,3,842481000,842481,84,3,71069,37726,0.53083623,1,NA,NA,NA,37726,0.53083623,1,1
"737",1996,4,3,842481000,842481,84,3,46522,28245,0.60713211,1,NA,NA,NA,28245,0.60713211,1,1
"738",1997,4,3,842481000,842481,84,3,1115098,589263,0.52844055,1,NA,NA,NA,589263,0.52844055,1,1
"739",1998,4,3,842481000,842481,84,3,1087916,854513,0.78545862,1,NA,NA,NA,854513,0.78545862,1,1
"740",1999,4,3,842481000,842481,84,3,972326,697391,0.717239897,1,NA,NA,NA,697391,0.717239897,1,1
"741",2000,4,3,842481000,842481,84,3,1048753,748047,0.713272811,1,NA,NA,NA,748047,0.713272811,1,1
"742",1994,4,3,842481100,842481,84,1,NA,NA,NA,4,755,1441,1.908609272,-1441,-1.908609272,-1,-1
"743",1995,4,3,842481100,842481,84,1,NA,NA,NA,4,654,1749,2.674311927,-1749,-2.674311927,-1,-1
"744",1994,4,3,842481200,842481,84,1,NA,NA,NA,4,2549,4780,1.875245194,-4780,-1.875245194,-1,-1
"745",1995,4,3,842481200,842481,84,1,NA,NA,NA,4,1787,4765,2.666480134,-4765,-2.666480134,-1,-1
"746",1996,4,3,842481200,842481,84,1,NA,NA,NA,4,3785,8341,2.203698811,-8341,-2.203698811,-1,-1
"747",1997,4,3,842481200,842481,84,1,NA,NA,NA,4,4157,12766,3.070964638,-12766,-3.070964638,-1,-1
"748",1998,4,3,842481200,842481,84,1,NA,NA,NA,4,5562,18661,3.355088098,-18661,-3.355088098,-1,-1
"749",1999,4,3,842481200,842481,84,1,NA,NA,NA,4,4248,16898,3.97787194,-16898,-3.97787194,-1,-1
"750",2000,4,3,842481200,842481,84,1,NA,NA,NA,4,1682,5415,3.219381688,-5415,-3.219381688,-1,-1
"751",1997,4,3,842481300,842481,84,1,NA,NA,NA,4,130,376,2.892307692,-376,-2.892307692,-1,-1
"752",1999,4,3,842481300,842481,84,1,NA,NA,NA,4,212,691,3.259433962,-691,-3.259433962,-1,-1
"753",1994,4,3,842481900,842481,84,1,NA,NA,NA,4,799,2265,2.834793492,-2265,-2.834793492,-1,-1
"754",1995,4,3,842481900,842481,84,1,NA,NA,NA,4,2911,8228,2.826520096,-8228,-2.826520096,-1,-1
"755",1996,4,3,842481900,842481,84,1,NA,NA,NA,4,14433,83280,5.770110164,-83280,-5.770110164,-1,-1
"756",1997,4,3,842481900,842481,84,1,NA,NA,NA,4,4098,5828,1.42215715,-5828,-1.42215715,-1,-1
"757",1998,4,3,842481900,842481,84,1,NA,NA,NA,4,5777,13708,2.372857885,-13708,-2.372857885,-1,-1
"758",1999,4,3,842481900,842481,84,1,NA,NA,NA,4,22737,203555,8.952588292,-203555,-8.952588292,-1,-1
"759",2000,4,3,842481900,842481,84,1,NA,NA,NA,4,1343,4304,3.20476545,-4304,-3.20476545,-1,-1
"760",1994,4,4,842489000,842489,84,1,NA,NA,NA,4,317283,1127646,3.554070026,-1127646,-3.554070026,-1,-1
"761",1995,4,4,842489000,842489,84,1,NA,NA,NA,4,291334,1233073,4.232506333,-1233073,-4.232506333,-1,-1
"762",1996,4,4,842489000,842489,84,1,NA,NA,NA,4,299894,1451885,4.841327269,-1451885,-4.841327269,-1,-1
"763",1997,4,4,842489000,842489,84,1,NA,NA,NA,4,279558,1631223,5.835007405,-1631223,-5.835007405,-1,-1
"764",1998,4,4,842489000,842489,84,1,NA,NA,NA,4,151687,651971,4.298133657,-651971,-4.298133657,-1,-1
"765",1999,4,4,842489000,842489,84,1,NA,NA,NA,4,153539,677386,4.411817193,-677386,-4.411817193,-1,-1
"766",2000,4,4,842489000,842489,84,1,NA,NA,NA,4,281254,1314175,4.672555768,-1314175,-4.672555768,-1,-1
"767",1996,4,4,842489010,842489,84,3,1187,965,0.812973884,1,NA,NA,NA,965,0.812973884,1,1
"768",1997,4,4,842489010,842489,84,3,190,500,2.631578947,1,NA,NA,NA,500,2.631578947,1,1
"769",2000,4,4,842489010,842489,84,3,670,567,0.846268657,1,NA,NA,NA,567,0.846268657,1,1
"770",1994,4,4,842489090,842489,84,3,76741,48373,0.630341017,1,NA,NA,NA,48373,0.630341017,1,1
"771",1995,4,4,842489090,842489,84,3,93604,66947,0.715215162,1,NA,NA,NA,66947,0.715215162,1,1
"772",1996,4,4,842489090,842489,84,3,98722,67649,0.685247463,1,NA,NA,NA,67649,0.685247463,1,1
"773",1997,4,4,842489090,842489,84,3,227366,146854,0.645892526,1,NA,NA,NA,146854,0.645892526,1,1
"774",1998,4,4,842489090,842489,84,3,674965,342747,0.507799664,1,NA,NA,NA,342747,0.507799664,1,1
"775",1999,4,4,842489090,842489,84,3,200006,127527,0.637615872,1,NA,NA,NA,127527,0.637615872,1,1
"776",2000,4,4,842489090,842489,84,3,745727,280090,0.375593213,1,NA,NA,NA,280090,0.375593213,1,1
"777",1994,4,4,842649000,842649,84,1,NA,NA,NA,4,3007387,1545095,0.513766602,-1545095,-0.513766602,-1,-1
"778",1995,4,4,842649000,842649,84,1,NA,NA,NA,4,2061467,1150708,0.558198603,-1150708,-0.558198603,-1,-1
"779",1996,4,4,842649000,842649,84,1,NA,NA,NA,4,2023929,1039756,0.51373146,-1039756,-0.51373146,-1,-1
"780",1997,4,4,842649000,842649,84,1,NA,NA,NA,4,2600820,1643043,0.631740374,-1643043,-0.631740374,-1,-1
"781",1998,4,4,842649000,842649,84,1,NA,NA,NA,4,2422567,1561891,0.644725615,-1561891,-0.644725615,-1,-1
"782",1999,4,4,842649000,842649,84,1,NA,NA,NA,4,1035003,639488,0.617861011,-639488,-0.617861011,-1,-1
"783",2000,4,4,842649000,842649,84,3,13066,2098,0.160569417,4,136225,79320,0.582271977,-77222,-0.42170256,-0.948463485,-0.567688558
"784",1996,4,4,842710000,842710,84,3,9200,4089,0.444456522,1,NA,NA,NA,4089,0.444456522,1,1
"785",1998,4,4,842710000,842710,84,3,15885,7461,0.469688385,1,NA,NA,NA,7461,0.469688385,1,1
"786",1999,4,4,842710000,842710,84,3,3375,1239,0.367111111,1,NA,NA,NA,1239,0.367111111,1,1
"787",2000,4,4,842710000,842710,84,3,53145,21672,0.407790008,1,NA,NA,NA,21672,0.407790008,1,1
"788",1994,4,4,842710100,842710,84,1,NA,NA,NA,4,916626,687578,0.750118369,-687578,-0.750118369,-1,-1
"789",1995,4,4,842710100,842710,84,1,NA,NA,NA,4,1301817,885205,0.679976525,-885205,-0.679976525,-1,-1
"790",1996,4,4,842710100,842710,84,1,NA,NA,NA,4,2049827,1402622,0.684263599,-1402622,-0.684263599,-1,-1
"791",1997,4,4,842710100,842710,84,1,NA,NA,NA,4,1531701,957341,0.625018199,-957341,-0.625018199,-1,-1
"792",1998,4,4,842710100,842710,84,1,NA,NA,NA,4,1126186,752664,0.668330098,-752664,-0.668330098,-1,-1
"793",1999,4,4,842710100,842710,84,1,NA,NA,NA,4,1009792,674900,0.668355463,-674900,-0.668355463,-1,-1
"794",2000,4,4,842710100,842710,84,1,NA,NA,NA,4,1273803,862920,0.677435993,-862920,-0.677435993,-1,-1
"795",1994,4,4,842710900,842710,84,1,NA,NA,NA,4,12397,21150,1.706057917,-21150,-1.706057917,-1,-1
"796",1995,4,4,842710900,842710,84,1,NA,NA,NA,4,1683,1796,1.067142008,-1796,-1.067142008,-1,-1
"797",1996,4,4,842710900,842710,84,1,NA,NA,NA,4,16929,23310,1.376927166,-23310,-1.376927166,-1,-1
"798",1997,4,4,842710900,842710,84,1,NA,NA,NA,4,17450,33704,1.931461318,-33704,-1.931461318,-1,-1
"799",1998,4,4,842710900,842710,84,1,NA,NA,NA,4,4500,4063,0.902888889,-4063,-0.902888889,-1,-1
"800",1999,4,4,842710900,842710,84,1,NA,NA,NA,4,17215,3293,0.191286669,-3293,-0.191286669,-1,-1
"801",2000,4,4,842710900,842710,84,1,NA,NA,NA,4,14690,18189,1.238189244,-18189,-1.238189244,-1,-1
"802",1994,4,4,842790000,842790,84,1,NA,NA,NA,4,28784,13040,0.453029461,-13040,-0.453029461,-1,-1
"803",1995,4,4,842790000,842790,84,3,650,268,0.412307692,4,92379,47054,0.509358187,-46786,-0.097050495,-0.988673344,-0.105299
"804",1996,4,4,842790000,842790,84,1,NA,NA,NA,4,11994,19487,1.624729031,-19487,-1.624729031,-1,-1
"805",1997,4,4,842790000,842790,84,3,13392,2605,0.194519116,4,16106,37074,2.301875078,-34469,-2.107355962,-0.868696288,-0.844159936
"806",1998,4,4,842790000,842790,84,1,NA,NA,NA,4,79610,35989,0.452066323,-35989,-0.452066323,-1,-1
"807",1999,4,4,842790000,842790,84,3,480,290,0.604166667,4,28252,16497,0.583923262,-16207,0.020243405,-0.965449455,0.017038613
"808",2000,4,4,842790000,842790,84,1,NA,NA,NA,4,44559,19457,0.436657017,-19457,-0.436657017,-1,-1
"809",1994,4,4,843069000,843069,84,1,NA,NA,NA,4,8463,11614,1.372326598,-11614,-1.372326598,-1,-1
"810",1995,4,4,843069000,843069,84,1,NA,NA,NA,4,32856,69671,2.120495495,-69671,-2.120495495,-1,-1
"811",1996,4,4,843069000,843069,84,1,NA,NA,NA,4,8787,19632,2.234209628,-19632,-2.234209628,-1,-1
"812",1997,4,4,843069000,843069,84,1,NA,NA,NA,4,31239,42808,1.370338359,-42808,-1.370338359,-1,-1
"813",1998,4,4,843069000,843069,84,3,75,431,5.746666667,4,27972,21128,0.755326755,-20697,4.991339911,-0.960016698,0.767663021
"814",1999,4,4,843069000,843069,84,1,NA,NA,NA,4,24962,26379,1.056766285,-26379,-1.056766285,-1,-1
"815",2000,4,4,843069000,843069,84,1,NA,NA,NA,4,28422,24832,0.873689396,-24832,-0.873689396,-1,-1
"816",1994,4,4,843143000,843143,84,3,10809,10353,0.957812934,4,828239,199194,0.240503043,-188841,0.71730989,-0.901186846,0.598598287
"817",1995,4,4,843143000,843143,84,3,181655,19485,0.107263769,4,1063584,548638,0.515838899,-529153,-0.40857513,-0.931405699,-0.655710769
"818",1996,4,4,843143000,843143,84,3,264552,31109,0.117591249,4,56457,70191,1.243264786,-39082,-1.125673537,-0.385804541,-0.827180472
"819",1997,4,4,843143000,843143,84,3,763624,149081,0.19522828,4,411198,167411,0.407129898,-18330,-0.211901619,-0.057916156,-0.351786738
"820",1998,4,4,843143000,843143,84,3,176915,44716,0.252754147,4,110359,126065,1.142317346,-81349,-0.889563199,-0.47633519,-0.637647033
"821",1999,4,4,843143000,843143,84,3,141418,50119,0.354403258,4,2783594,456194,0.163886687,-406075,0.190516571,-0.802023649,0.367586854
"822",2000,4,4,843143000,843143,84,3,213609,64761,0.303175428,4,1249913,374239,0.299412039,-309478,0.003763389,-0.704961276,0.006245382
"823",1994,4,4,844340000,844340,84,1,NA,NA,NA,4,321880,858980,2.668634274,-858980,-2.668634274,-1,-1
"824",1995,4,4,844340000,844340,84,1,NA,NA,NA,4,658450,1586878,2.410020503,-1586878,-2.410020503,-1,-1
"825",1996,4,4,844340000,844340,84,1,NA,NA,NA,4,1474727,4846193,3.286162795,-4846193,-3.286162795,-1,-1
"826",1997,4,4,844340000,844340,84,1,NA,NA,NA,4,671373,1931699,2.877236648,-1931699,-2.877236648,-1,-1
"827",1998,4,4,844340000,844340,84,1,NA,NA,NA,4,749791,1763048,2.35138592,-1763048,-2.35138592,-1,-1
"828",1999,4,4,844340000,844340,84,1,NA,NA,NA,4,582508,1248879,2.143968838,-1248879,-2.143968838,-1,-1
"829",2000,4,4,844340000,844340,84,1,NA,NA,NA,4,393850,939458,2.385319284,-939458,-2.385319284,-1,-1
"830",1994,4,4,844790000,844790,84,3,1270,647,0.509448819,1,NA,NA,NA,647,0.509448819,1,1
"831",1995,4,4,844790000,844790,84,3,100950,26559,0.263090639,1,NA,NA,NA,26559,0.263090639,1,1
"832",1997,4,4,844790000,844790,84,3,70,1380,19.71428571,1,NA,NA,NA,1380,19.71428571,1,1
"833",1999,4,4,844790000,844790,84,3,3500,11831,3.380285714,1,NA,NA,NA,11831,3.380285714,1,1
"834",2000,4,4,844790000,844790,84,3,3554,1545,0.434721441,1,NA,NA,NA,1545,0.434721441,1,1
"835",1994,4,4,844790100,844790,84,1,NA,NA,NA,4,169284,324761,1.918438837,-324761,-1.918438837,-1,-1
"836",1995,4,4,844790100,844790,84,1,NA,NA,NA,4,170948,318761,1.864666448,-318761,-1.864666448,-1,-1
"837",1996,4,4,844790100,844790,84,1,NA,NA,NA,4,547460,1038665,1.897243634,-1038665,-1.897243634,-1,-1
"838",1997,4,4,844790100,844790,84,1,NA,NA,NA,4,124756,56876,0.455897913,-56876,-0.455897913,-1,-1
"839",1998,4,4,844790100,844790,84,1,NA,NA,NA,4,33350,39911,1.196731634,-39911,-1.196731634,-1,-1
"840",1999,4,4,844790100,844790,84,1,NA,NA,NA,4,125135,146522,1.170911416,-146522,-1.170911416,-1,-1
"841",2000,4,4,844790100,844790,84,1,NA,NA,NA,4,79470,216850,2.728702655,-216850,-2.728702655,-1,-1
"842",1994,4,4,844790200,844790,84,1,NA,NA,NA,4,214345,259776,1.211952693,-259776,-1.211952693,-1,-1
"843",1995,4,4,844790200,844790,84,1,NA,NA,NA,4,181164,201689,1.113295136,-201689,-1.113295136,-1,-1
"844",1996,4,4,844790200,844790,84,1,NA,NA,NA,4,256210,316534,1.235447484,-316534,-1.235447484,-1,-1
"845",1997,4,4,844790200,844790,84,1,NA,NA,NA,4,212810,214824,1.009463841,-214824,-1.009463841,-1,-1
"846",1998,4,4,844790200,844790,84,1,NA,NA,NA,4,100850,135969,1.348230045,-135969,-1.348230045,-1,-1
"847",1999,4,4,844790200,844790,84,1,NA,NA,NA,4,148900,120794,0.811242445,-120794,-0.811242445,-1,-1
"848",2000,4,4,844790200,844790,84,1,NA,NA,NA,4,78720,46437,0.589900915,-46437,-0.589900915,-1,-1
"849",1994,4,4,844790900,844790,84,1,NA,NA,NA,4,966160,1808744,1.872095719,-1808744,-1.872095719,-1,-1
"850",1995,4,4,844790900,844790,84,1,NA,NA,NA,4,1550503,2877810,1.856049295,-2877810,-1.856049295,-1,-1
"851",1996,4,4,844790900,844790,84,1,NA,NA,NA,4,1604569,3455823,2.153739104,-3455823,-2.153739104,-1,-1
"852",1997,4,4,844790900,844790,84,1,NA,NA,NA,4,1086746,1867577,1.71850368,-1867577,-1.71850368,-1,-1
"853",1998,4,4,844790900,844790,84,1,NA,NA,NA,4,416125,978543,2.351560228,-978543,-2.351560228,-1,-1
"854",1999,4,4,844790900,844790,84,1,NA,NA,NA,4,673680,1550490,2.301522978,-1550490,-2.301522978,-1,-1
"855",2000,4,4,844790900,844790,84,1,NA,NA,NA,4,842551,1904666,2.260594314,-1904666,-2.260594314,-1,-1
"856",1994,4,4,844811100,844811,84,1,NA,NA,NA,4,713909,992710,1.390527364,-992710,-1.390527364,-1,-1
"857",1995,4,4,844811100,844811,84,1,NA,NA,NA,4,480053,567442,1.182040316,-567442,-1.182040316,-1,-1
"858",1996,4,4,844811100,844811,84,1,NA,NA,NA,4,820666,935336,1.139727977,-935336,-1.139727977,-1,-1
"859",1997,4,4,844811100,844811,84,1,NA,NA,NA,4,869387,917394,1.055219367,-917394,-1.055219367,-1,-1
"860",1998,4,4,844811100,844811,84,1,NA,NA,NA,4,664956,608419,0.914976329,-608419,-0.914976329,-1,-1
"861",1999,4,4,844811100,844811,84,1,NA,NA,NA,4,215794,233300,1.081123664,-233300,-1.081123664,-1,-1
"862",2000,4,4,844811100,844811,84,1,NA,NA,NA,4,239227,232120,0.970291815,-232120,-0.970291815,-1,-1
"863",1994,4,4,844811900,844811,84,1,NA,NA,NA,4,70869,63141,0.890953732,-63141,-0.890953732,-1,-1
"864",1995,4,4,844811900,844811,84,1,NA,NA,NA,4,91758,73793,0.804213257,-73793,-0.804213257,-1,-1
"865",1996,4,4,844811900,844811,84,1,NA,NA,NA,4,18493,95150,5.145190072,-95150,-5.145190072,-1,-1
"866",1997,4,4,844811900,844811,84,1,NA,NA,NA,4,6426,18790,2.924058512,-18790,-2.924058512,-1,-1
"867",1998,4,4,844811900,844811,84,1,NA,NA,NA,4,1595,3955,2.479623824,-3955,-2.479623824,-1,-1
"868",1999,4,4,844811900,844811,84,1,NA,NA,NA,4,7319,34075,4.655690668,-34075,-4.655690668,-1,-1
"869",2000,4,4,844811900,844811,84,1,NA,NA,NA,4,61612,59098,0.95919626,-59098,-0.95919626,-1,-1
"870",1994,4,4,844819000,844819,84,1,NA,NA,NA,4,193969,347929,1.793735081,-347929,-1.793735081,-1,-1
"871",1995,4,4,844819000,844819,84,1,NA,NA,NA,4,214529,326378,1.521370071,-326378,-1.521370071,-1,-1
"872",1996,4,4,844819000,844819,84,3,2620,17517,6.685877863,4,189908,318014,1.674568739,-300497,5.011309124,-0.895586399,0.599406869
"873",1997,4,4,844819000,844819,84,3,40,774,19.35,4,145302,233932,1.609970957,-233158,17.74002904,-0.993404515,0.846376604
"874",1998,4,4,844819000,844819,84,3,1279,3589,2.806098514,4,59539,140454,2.359025177,-136865,0.447073338,-0.950167658,0.086556173
"875",1999,4,4,844819000,844819,84,3,337,3221,9.557863501,4,27693,59300,2.141335356,-56079,7.416528146,-0.896962621,0.633934702
"876",2000,4,4,844819000,844819,84,3,456,1655,3.629385965,4,73681,109693,1.488755581,-108038,2.140630383,-0.970273377,0.418243686
"877",1995,4,3,844839010,844839,84,3,16675,5102,0.305967016,1,NA,NA,NA,5102,0.305967016,1,1
"878",1996,4,3,844839010,844839,84,3,38854,21262,0.547228085,1,NA,NA,NA,21262,0.547228085,1,1
"879",1997,4,3,844839010,844839,84,3,71197,22088,0.310237791,1,NA,NA,NA,22088,0.310237791,1,1
"880",1998,4,3,844839010,844839,84,3,188844,29717,0.157362691,1,NA,NA,NA,29717,0.157362691,1,1
"881",1999,4,3,844839010,844839,84,3,9197,4395,0.47787322,1,NA,NA,NA,4395,0.47787322,1,1
"882",2000,4,3,844839010,844839,84,3,5547,3774,0.680367766,1,NA,NA,NA,3774,0.680367766,1,1
"883",1994,4,3,844839020,844839,84,3,4060,456,0.112315271,1,NA,NA,NA,456,0.112315271,1,1
"884",1995,4,3,844839020,844839,84,3,110215,10888,0.098788731,1,NA,NA,NA,10888,0.098788731,1,1
"885",1994,4,3,844839090,844839,84,3,9510,1629,0.171293375,1,NA,NA,NA,1629,0.171293375,1,1
"886",1995,4,3,844839090,844839,84,3,3571,837,0.234388127,1,NA,NA,NA,837,0.234388127,1,1
"887",1996,4,3,844839090,844839,84,3,88365,17845,0.201946472,1,NA,NA,NA,17845,0.201946472,1,1
"888",1997,4,3,844839090,844839,84,3,559147,65770,0.117625598,1,NA,NA,NA,65770,0.117625598,1,1
"889",1998,4,3,844839090,844839,84,3,232702,34045,0.146302997,1,NA,NA,NA,34045,0.146302997,1,1
